organization_id,organization_name,recovery_lane,query_pack,candidate_url,candidate_domain,discovery_status,validation_reason,validated_website_url
org_associa_o_nonagon_parque_de_ci_ncia_e_te_3388645d,Associação NONAGON - Parque de Ciência e Tecnologia de S. Miguel (Projetos),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_technopolis_group_portugal_unipessoal_ld_e50938db,"Technopolis Group Portugal, Unipessoal Lda (Technopolis Group Portugal, Unipessoal Lda)",programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_technopolis_group_portugal_international_0cca5e4a,Technopolis Group Portugal (International Co-Funded Projects),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_tunisia_cbs_rnrt_tn_2b553b27,مركز البيوتكنولوجيا بصفاقس,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.cbs.rnrt.tn
org_lebanon_biatcenter_org_52dd71e2,جمعية تطوير الأعمال في طرابلس,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.biatcenter.org
org_lebanon_fab4757c,الجامعة اللبنانية,no_website,,,,pending_wave2,no_published_email_in_current_evidence,
org_greece_uoa_gr_910a5e49,Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.uoa.gr
org_universit_degli_studi_di_cagliari_italy_f28a689a,Università degli Studi di Cagliari,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.unica.it
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.najah.edu
org_centre_tunisien_pour_l_entrepreneuriat_s_1b06eb1d,Centre Tunisien pour l'Entrepreneuriat Social,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,https://tcse.network
org_greece_kmop_org_cd8c0111,ΚΕΝΤΡΟ ΜΕΡΙΜΝΑΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΑΙ ΠΑΙΔΙΟΥ,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.kmop.org
org_university_of_galway_office_of_the_vice_a333450e,University of Galway (Office of the Vice-President for Research & Innovation),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_university_college_dublin_school_of_agri_fcc91342,University College Dublin (School of Agriculture and Food Science),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_associa_o_do_instituto_superior_t_cnico_f6128d5f,Associação do Instituto Superior Técnico para a Investigação e Desenvolvimento (Civil Engineering Research and Innovation for Sustainability),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_palestine_jericho_plo_ps_6d64cdb5,محافظة اريحا والأغوار,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.jericho.plo.ps
org_universidade_de_vigo_cinbio_spain_79cd0870,UNIVERSIDADE DE VIGO (CINBIO),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_direcci_n_xeral_enerx_as_renovables_e_ca_79153b63,Dirección Xeral Enerxías Renovables e Cambio Climático (Subdirección Cambio Climático e da Ordenación do Litoral),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_entidad_publica_empresarial_consejo_insu_59d854ef,ENTIDAD PUBLICA EMPRESARIAL CONSEJO INSULAR DE LA ENERGIA DE GRAN CANARIA (Management Department),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_industrial_farmaceutica_cantabria_s_a_r_ad0f444d,INDUSTRIAL FARMACEUTICA CANTABRIA S.A. (R&D and Innovation),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_fundaci_n_delegaci_n_fundaci_n_finnova_f_2e09e116,Fundación Delegación Fundación Finnova (Finnova),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_instituto_polit_cnico_de_bragan_a_instit_7a00039f,Instituto Politécnico de Bragança (Instituto Politécnico de Bragança),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_a4f_alga_fuel_s_a_i_d_portugal_dfb2cd6d,"A4F, ALGA FUEL, S.A. (I&D)",programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_instituto_tecnologico_de_canarias_s_a_de_0ca56eb2,"INSTITUTO TECNOLOGICO DE CANARIAS, S.A. (Departamento de Biotecnología)",programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_greece_uom_gr_e5ec92e8,Πανεπιστήμιο Μακεδονίας,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.uom.gr
org_lebanon_ldn_lb_org_38481d7b,الشبكة اللبنانية للتنمية,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.ldn-lb.org
org_kizanlikli_e_i_ti_m_dani_manlik_ko_luk_t_85f2b3a2,KIZANLIKLI EĞİTİM DANIŞMANLIK KOÇLUK TURİZM LTD. ŞTİ,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.kizanlikliacademy.com
org_center_for_social_innovation_cyprus_2ecd118b,Center for Social Innovation,programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_jordan_b0e28efa,مركز ترميم للتدريب على المحافظة على التراث الثقافي والطبيعي,programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_normandie_littoral_region_normandie_fran_e610df92,NORMANDIE LITTORAL (REGION NORMANDIE ),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_waterford_city_and_county_council_waterf_e6ba6661,Waterford City and County Council (Waterford Cultural Quarter),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_normandie_maritime_administratif_france_b21ce382,NORMANDIE MARITIME (Administratif),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_technopole_quimper_cornouaille_finist_re_c4542666,Technopole Quimper-Cornouaille (Finistère),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_jordan_narc_gov_jo_9d90b862,المركز الوطني للبحوث الزراعية,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.narc.gov.jo
org_tunisia_inrgref_iresa_tn_3870dfac,المعھد الوطني للبحوث في الھندسة الریفیة و المیاه والغابات,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.inrgref.iresa.tn
org_atlantic_technological_university_resear_901907b9,Atlantic Technological University (Research Office),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_cosmetic_valley_europe_international_fra_7177df33,COSMETIC VALLEY (Europe & International),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_alga_biologics_alga_biologics_france_096e8f7e,Alga Biologics (ALGA BIOLOGICS),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_la_rochelle_universit_littoral_environne_6c2fa7a6,La Rochelle Université (LIttoral ENvironnement et Sociétés),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_instituto_superior_t_cnico_departamento_e670ec66,"Instituto Superior Técnico (Departamento de Engenharia Civil, Arquitetura e Georrecursos)",programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_universidad_de_sevilla_applied_mathemati_009eac11,Universidad de Sevilla (Applied Mathematics I),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_asociaci_n_amicos_transformaci_n_spain_f20f7dbd,Asociación AMICOS (Transformación),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_4change_citizenship_and_participation_po_83477e74,4Change (Citizenship and participation),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_asociaci_n_bioga_cluster_tecnol_xico_emp_f2d45eea,ASOCIACIÓN BIOGA – CLUSTER TECNOLÓXICO EMPRESARIAL DE CIENCIAS DA VIDA (Internationalisation),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_inovcluster_associa_o_do_cluster_agroind_16b00082,InovCluster – Associação do Cluster Agroindustrial do Centro (Projetos),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_universidade_de_vigo_university_of_vigo_fdf64a64,UNIVERSIDADE DE VIGO (University of Vigo Marine Research Center),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_university_of_angers_eso_france_18467b0d,University of Angers (ESO),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_university_college_dublin_ucd_school_of_115f5f12,University College Dublin (UCD School of Computer Science),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_bim_ireland_s_seafood_development_agency_b6b1ff10,BIM Ireland's Seafood Development Agency (Development & Innovation Unit),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_university_college_dublin_school_of_civi_ea11dfb4,University College Dublin (School of Civil Engineering),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_university_of_galway_civil_engineering_i_8c41166b,University of Galway (Civil Engineering),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_universidad_de_cantabria_ingenier_as_qu_c010cb5e,Universidad de Cantabria (Ingenierías Química y Biomolecular),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_viratec_cl_ster_galego_de_soluci_ns_ambi_ff38afe8,"Viratec, Clúster Galego de Solucións Ambientais e Economía Circular (Proyectos)",programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_patricia_santos_borges_sociedade_uni_lda_9e272422,Patricia Santos Borges Sociedade Uni. Lda (Catering),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_universidade_do_porto_faculdade_de_farm_27ebc417,Universidade do Porto (Faculdade de Farmácia da Universidade do Porto),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_cooperativa_de_armadores_de_pesca_del_pu_f4eab581,Cooperativa de Armadores de Pesca del Puerto de Vigo (ARVI INNOVAPESCA),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_bitcliq_technologies_s_a_administrativo_643205be,Bitcliq Technologies S.A. (Administrativo),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_asociaci_n_nacional_de_fabricantes_de_co_4fbc9763,"Asociación Nacional de Fabricantes de Conservas y Productos Transformados de Pescados y Mariscos - Centro Nacional de Conocimiento y Tecnología para la Industria Marina, Acuícola y Alimentaria (Unidad de Innovación Internacional)",programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_instituto_portugu_s_do_mar_e_da_atmosfer_aeefeffb,Instituto Português do Mar e da Atmosfera (Departamento do Mar e Recursos Marinhos),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_universidade_de_aveiro_uaveiro_portugal_38ca5c52,Universidade de Aveiro (UAveiro),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_asociaci_n_nacional_de_fabricantes_de_co_fd77f89d,Asociación Nacional de Fabricantes de Conservas de Pescados y Mariscos - Centro Técnico Nacional de Conservación de Productos de la Pesca (Unidad de Innovación Internacional),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_diputaci_n_provincial_de_huelva_servicio_c7abcaa5,Diputación Provincial de Huelva (Servicio de Desarrollo Local y Fondos Europeos),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_regi_o_de_turismo_do_algarve_departament_ead1c5ac,REGIÃO DE TURISMO DO ALGARVE (Departamento Operacional ),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_asociaci_n_iter_vitis_espa_a_presidencia_deefb955,ASOCIACIÓN ITER VITIS ESPAÑA (PRESIDENCIA),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_universidad_de_huelva_vicerrectorado_de_1131298d,Universidad de Huelva (Vicerrectorado de Investigación y Transferencia),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_munic_pio_de_lagos_culture_portugal_f4c742bf,Município de Lagos (Culture),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_sines_tecnopolo_associa_o_centro_de_incu_7bcf4845,Sines Tecnopolo - Associação Centro de Incubação de Empresas de Base Tecnológica Vasco da Gama (Sines Tecnopolo),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_cooperative_d_activite_et_d_emploi_dans_42fc0f01,COOPERATIVE D'ACTIVITE ET D'EMPLOI DANS LES METIERS DU PATRIMOINE (CDE PETRA PATRIMONIA) (Petra Maritima),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_trinity_college_dublin_school_of_natural_e4241a3b,Trinity College Dublin (School of Natural Sciences),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_icci_sea_bureau_d_tudes_france_913e3dff,ICCI SEA (Bureau d'études),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_universidade_de_santiago_de_compostela_f_c29e710c,"Universidade de Santiago de Compostela (Faculty of Veterinary Science - Department of Pharmacology, Pharmacy and Pharmaceutical Technology )",programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_centro_de_ci_ncias_do_mar_algarve_marine_d37743c5,Centro de Ciências do Mar Algarve (Marine Microbial Ecology & Technology),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_nutramara_research_and_development_irela_341aa808,Nutramara (Research and Development),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_cluster_algues_bretagne_france_e47e62cc,CLUSTER ALGUES BRETAGNE (-),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_munster_technological_university_innovat_4b96290d,Munster Technological University (Innovation Office),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_direcci_n_general_de_sal_d_p_blica_del_s_e2a3a100,Dirección General de Salúd Pública del Servicio,programme_or_project_site,,,,pending_wave2,no_published_email_in_current_evidence,
org_university_college_cork_marei_research_c_b10f2517,University College Cork (MaREI Research Centre),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_geriavi_s_a_u_innovation_spain_35eb8a11,"Geriavi, S.A.U. (Innovation )",programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_bba_associa_o_nacional_para_os_biorecurs_507cde68,BBA - Associação Nacional para os Biorecursos Marinhos e Biotecnologia Azul (Project Management),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_wedotech_companhia_de_ideias_e_tecnologi_25b76f31,"WeDoTech - Companhia de Ideias e Tecnologias, Lda. (WeDoTech)",programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_associa_o_centro_apoio_tecnol_gico_agro_4068dabc,Associação Centro Apoio Tecnológico Agro Alimentar (Centro de Apoio Tecnológico Agro Alimentar),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_global_and_ecofriendly_natural_extracts_8ed2657a,"Global and Ecofriendly Natural Extracts, S.L. (GLECEX)",programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_asociaci_n_nacional_de_fabricantes_de_co_40d6ca82,"Asociación Nacional de Fabricantes de Conservas y Productos Transformados de Pescados y Mariscos – Centro Nacional de Conocimiento y Tecnología para la Industria Marina, Acuícola y Alimentaria (International innovation Unit)",programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_asociaci_n_nacional_de_fabricantes_de_co_d426a701,Asociación Nacional de Fabricantes de Conservas de Pescados y Mariscos - Centro Técnico Nacional de Conservación de Productos de la Pesca (International innovation Unit),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_munic_pio_de_matosinhos_dire_o_municipal_8c284a02,Município de Matosinhos (Direção Municipal de Projetos Especiais e Investimento),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_universidad_de_c_diz_vicerrectorado_de_i_b2b4078d,Universidad de Cádiz (Vicerrectorado de Investigación y Transferencia),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_uptec_associa_o_de_transfer_ncia_de_tecn_2d2cb9c7,UPTEC - Associação de Transferência de Tecnologia da Asprela (Departamento de Desenvolvimento de Negócios ),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_valorial_valorial_europe_france_52909932,Valorial (Valorial Europe),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_atlantic_cities_atlantic_cities_france_75a1367e,Atlantic Cities (Atlantic Cities),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_petr_ouest_charente_pays_du_cognac_gener_242cf38d,PETR Ouest Charente - Pays du Cognac (General),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_the_discovery_programme_centre_for_archa_1e725ddd,The Discovery Programme: Centre for Archaeology and Innovation Ireland (The Discovery Programme: Centre for Archaeology and Innovation Ireland),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_university_of_galway_school_of_biologica_2d6afcc0,University of Galway (School of Biological and Chemical Sciences),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_ayuntamiento_de_las_palmas_de_gran_canar_710010de,"Ayuntamiento de las Palmas de Gran Canaria (Concejal de Gobierno del Área de Gobierno de Desarrollo Local, Empleo, Solidaridad, Turismo, Movilidad, Promoción Económica y Ciudad de Mar )",programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_deputaci_n_provincial_de_pontevedra_esta_d3857236,DEPUTACIÓN PROVINCIAL DE PONTEVEDRA (Estación Fitopatolóxica Areeiro),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_universidade_nova_de_lisboa_faculdade_de_fdac7ea8,Universidade NOVA de Lisboa - Faculdade de Ciencias e Tecnologia (Department of Chemistry - LAQV REQUIMTE),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_french_agency_for_food_environmental_and_2665a077,"French Agency for Food, Environmental and Occupational Health & Safety (Unité Toxicologie des contaminants)",programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_the_port_of_cork_company_engineering_ire_95395db7,The Port of Cork Company (Engineering),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_kerry_county_council_economic_developmen_4aef7cfb,Kerry County Council (Economic Development and Tourism),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_chambre_syndicale_des_algues_et_v_g_taux_62ca6e82,Chambre Syndicale des Algues et Végétaux Marins (Chambre Syndicale des Algues et Végétaux Marins),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_algolesko_finist_re_france_74e86046,Algolesko (Finistère ),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_biotech_sant_bretagne_biotech_sant_breta_1de9fdd9,Biotech Santé Bretagne (Biotech Santé Bretagne ),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_ayuntamiento_de_las_palmas_de_gran_spain_bf505e65,AYUNTAMIENTO DE LAS PALMAS DE GRAN,programme_or_project_site,,,,pending_wave2,no_published_email_in_current_evidence,
org_universit_de_bretagne_occidentale_instit_c0a59614,Université de Bretagne Occidentale (Institut Universitaire de Technologie de Brest-Morlaix),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_morlaix_communaute_mer_et_littoral_franc_ff35916f,MORLAIX COMMUNAUTE (MER ET LITTORAL),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_nantes_saint_nazaire_maritime_port_direc_1368b5d8,Nantes Saint Nazaire Maritime Port (Direction de l'Aménagement de l'Environnement et de l'Immobilier),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_gwilen_n_a_france_00f91cf7,GWILEN (N/A),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_nantes_universit_institut_de_recherche_e_12f2252b,Nantes Université (Institut de Recherche et Génie Civil Mécanique),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_cea_dmts_simos_france_16c62c18,CEA (DMTS/SIMoS),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_agencia_canaria_de_investigaci_n_innovac_981a8496,"Agencia Canaria de Investigación, Innovación y Sociedad",programme_or_project_site,,,,pending_wave2,no_published_email_in_current_evidence,
org_dire_o_regional_de_organiza_o_e_administ_3aaa1510,Direção Regional de Organização e Administração,programme_or_project_site,,,,pending_wave2,no_published_email_in_current_evidence,
org_servicio_canario_de_la_salud_spain_301c692a,Servicio Canario de la Salud,programme_or_project_site,,,,pending_wave2,no_published_email_in_current_evidence,
org_fundaci_n_corporaci_n_tecnol_gica_de_and_e09a517d,Fundación Corporación Tecnológica De Andalucía,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.corporaciontecnologica.com
org_universit_iuav_di_venezia_italy_iuav_it_58bbf262,Università Iuav di Venezia,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.iuav.it
org_universit_degli_studi_di_ferrara_italy_u_178d5628,Università degli Studi di Ferrara,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.unife.it
org_regione_del_veneto_italy_regione_veneto_b6bdd544,REGIONE DEL VENETO,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.regione.veneto.it
org_empresa_municipal_de_iniciativas_y_activ_0db590aa,"Empresa Municipal de Iniciativas y Actividades Empresariales de Málaga, S.A.",own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,https://www.promalaga.es
org_ayuntamiento_de_lleida_spain_7489b669,Ayuntamiento de Lleida,programme_or_project_site,,,,pending_wave2,no_published_email_in_current_evidence,
org_asociaci_n_de_industrias_de_conocimiento_0c1fd3a3,Asociación de Industrias de Conocimiento y Tecnología - GAIA - Euskal Herriko Ezagutza eta Teknologia Industrien Elkartea (Servicios Cluster),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_asociaci_n_de_empresas_tecnol_gicas_inno_54f14e36,Asociación de Empresas Tecnológicas Innovalia (Research and development),programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_consorcio_para_el_diseno_construccion_eq_05bb6739,"CONSORCIO PARA EL DISENO, CONSTRUCCION, EQUIPAMIENTO Y EXPLOTACION DE LA PLATAFORMA OCEANICA DE CANARIAS (Innovation, Science and Technology)",programme_or_project_site,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,
org_fondazione_centro_euro_mediterraneo_sui_76d3771a,Fondazione Centro Euro-Mediterraneo sui Cambiamenti Climatici,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.cmcc.it
org_universit_degli_studi_di_firenze_italy_u_a0bfa05d,Università degli Studi di Firenze,own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,https://www.unifi.it
org_arabic_french_chambre_de_commerce_et_d_i_d795fb6a,Arabic : غرفة التجارة والصناعة للوطن القبليFrench : Chambre de Commerce et d’Industrie du Cap Bon,own_site_not_ready,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,http://www.ccicapbon.org.tn
org_greece_certh_gr_f6d70492,Εθνικό Κέντρο Έρευνας Και Τεχνολογικής Ανάπτυξης (Πτολεμαΐδα),own_site_not_ready,,,,pending_wave2,no_published_email_in_current_evidence,http://www.certh.gr
org_federaci_n_de_municipios_de_la_regi_n_de_3b1a5bde,Federación de Municipios de la Región de Murcia,own_site_not_ready,,,,skipped_existing_evidence_sufficient,wave1_promoted_from_published_contact,https://federacionmunicipiosmurcia.es
