organization_id,organization_name,website_url,contact_url,fetch_target_url,fetch_status,emails_found_raw,selected_email,email_status,email_source_url,email_source_type,contact_name,contact_role,lead_readiness,enriched_at_utc,notes,website_discovery_status,website_discovery_source,validated_website_url,contact_quality_tier,ready_reason,recovery_lane
org_dire_o_regional_de_pol_ticas_mar_timas_d_e07693b6,Direção Regional de Políticas Marítimas (Direção de Serviços da Biodiversidade e Política do Mar),,https://keep.eu/projects/31295/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/atlantic-whale-deal,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/atlantic-whale-deal,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_comunidade_intermunicipal_do_oeste_secre_b99b506b,Comunidade Intermunicipal do Oeste (Secretariado Executivo),,https://keep.eu/projects/31295/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/isurfatlantic,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/isurfatlantic,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_conxemar_sostenibilidad_spain_79114129,conxemar (sostenibilidad),,https://keep.eu/projects/31295/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_instituto_para_el_crecimiento_sostenible_3ef40fba,Instituto para el Crecimiento Sostenible de la Empresa (Direction),,https://keep.eu/projects/31295/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_associa_o_nonagon_parque_de_ci_ncia_e_te_3388645d,Associação NONAGON - Parque de Ciência e Tecnologia de S. Miguel (Projetos),,https://keep.eu/projects/31295/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_technopolis_group_portugal_unipessoal_ld_e50938db,"Technopolis Group Portugal, Unipessoal Lda (Technopolis Group Portugal, Unipessoal Lda)",,https://keep.eu/projects/31295/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_technopolis_group_portugal_international_0cca5e4a,Technopolis Group Portugal (International Co-Funded Projects),,https://keep.eu/projects/31295/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_tunisia_cbs_rnrt_tn_2b553b27,مركز البيوتكنولوجيا بصفاقس,http://www.cbs.rnrt.tn,http://www.cbs.rnrt.tn,http://www.cbs.rnrt.tn,http_error_404,,,email_not_found_manual_review,,,,,manual_review_needed,2026-06-07T16:20:17Z,http_error_404,pending_wave2,wave1_existing_evidence_only,http://www.cbs.rnrt.tn,,,own_site_not_ready
org_lebanon_biatcenter_org_52dd71e2,جمعية تطوير الأعمال في طرابلس,http://www.biatcenter.org,http://www.biatcenter.org,https://www.biatcenter.org/,ok,,,email_not_found_form_only,,,,,not_outreach_ready,2026-06-07T16:20:17Z,page_fetched_form_only | candidate_source=own_contact_url,pending_wave2,wave1_existing_evidence_only,http://www.biatcenter.org,,,own_site_not_ready
org_lebanon_fab4757c,الجامعة اللبنانية,,https://keep.eu/projects/33271/,,skipped_no_own_url,,,email_not_found_no_website,,,,,not_outreach_ready,2026-06-07T16:20:17Z,,pending_wave2,wave1_existing_evidence_only,,,,no_website
org_greece_uoi_gr_36f9caa7,Πανεπιστήμιο Ιωαννίνων – Ειδικός Λογαριασμός Κονδυλίων Έρευνας,http://uoi.gr,http://uoi.gr,https://uoi.gr/,ok,artemis@uoi.gr,artemis@uoi.gr,email_found,https://uoi.gr/,website_footer,,,ready_for_outreach,2026-06-07T16:20:17Z,accepted_same_domain | candidate_source=own_contact_url,baseline_existing,baseline_existing,http://uoi.gr,direct_partner_email,email_on_official_partner_domain,baseline_ready
org_greece_uoa_gr_910a5e49,Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών,http://www.uoa.gr,http://www.uoa.gr,https://www.uoa.gr/,ok,,,email_not_found_form_only,,,,,not_outreach_ready,2026-06-07T16:20:17Z,page_fetched_form_only | candidate_source=own_contact_url,pending_wave2,wave1_existing_evidence_only,http://www.uoa.gr,,,own_site_not_ready
org_universit_degli_studi_di_cagliari_italy_f28a689a,Università degli Studi di Cagliari,http://www.unica.it,http://www.unica.it,https://www.unica.it/it,ok,,,email_not_found_no_contact_channel,,,,,not_outreach_ready,2026-06-07T16:20:17Z,page_fetched but no email found,pending_wave2,wave1_existing_evidence_only,http://www.unica.it,,,own_site_not_ready
org_ente_acque_della_sardegna_italy_enas_sar_9ebc2daf,Ente acque della Sardegna,http://www.enas.sardegna.it,http://www.enas.sardegna.it,https://www.enas.sardegna.it/,ok,//info@enas.sardegna.it | info@enas.sardegna.it | protocollogenerale@pec.enas.sardegna.it,//info@enas.sardegna.it,email_found,https://www.enas.sardegna.it/,website_footer,,,ready_for_outreach,2026-06-07T16:20:17Z,accepted_same_domain | candidate_source=own_contact_url,baseline_existing,baseline_existing,http://www.enas.sardegna.it,direct_partner_email,email_on_official_partner_domain,baseline_ready
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,http://www.najah.edu,http://www.najah.edu,https://www.najah.edu/en/,ok,,,email_not_found_form_only,,,,,not_outreach_ready,2026-06-07T16:20:17Z,page_fetched_form_only | candidate_source=own_contact_url,pending_wave2,wave1_existing_evidence_only,http://www.najah.edu,,,own_site_not_ready
org_cde_petra_patrimonia_france_cde_petrapat_b7f6b238,CDE Petra Patrimonia,https://cde-petrapatrimonia.com,https://cde-petrapatrimonia.com/,https://cde-petrapatrimonia.com/,ok,contact@cde-petrapatrimonia.com,contact@cde-petrapatrimonia.com,email_found,https://cde-petrapatrimonia.com/,website_footer,,,ready_for_outreach,2026-06-07T16:20:17Z,accepted_same_domain | candidate_source=own_contact_url,baseline_existing,baseline_existing,https://cde-petrapatrimonia.com,official_generic_partner_email,generic_email_on_official_site,baseline_ready
org_centre_tunisien_pour_l_entrepreneuriat_s_1b06eb1d,Centre Tunisien pour l'Entrepreneuriat Social,https://tcse.network,https://tcse.network/,https://tcse.network/,ok,,,email_not_found_form_only,,,,,not_outreach_ready,2026-06-07T16:20:17Z,page_fetched_form_only | candidate_source=own_contact_url,pending_wave2,wave1_existing_evidence_only,https://tcse.network,,,own_site_not_ready
org_lebanon_bctslb_com_229dc133,بي سي تي اس,http://www.bctslb.com,http://www.bctslb.com,https://www.bctslb.com/,ok,bcts@bctslb.com,bcts@bctslb.com,email_found,https://www.bctslb.com/,website_footer,,,ready_for_outreach,2026-06-07T16:20:17Z,accepted_same_domain | candidate_source=own_contact_url,baseline_existing,baseline_existing,http://www.bctslb.com,direct_partner_email,email_on_official_partner_domain,baseline_ready
org_greece_kmop_org_cd8c0111,ΚΕΝΤΡΟ ΜΕΡΙΜΝΑΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΑΙ ΠΑΙΔΙΟΥ,http://www.kmop.org,http://www.kmop.org,https://www.kmop.gr/,ok,,,email_not_found_form_only,,,,,not_outreach_ready,2026-06-07T16:20:17Z,page_fetched_form_only | candidate_source=own_contact_url,pending_wave2,wave1_existing_evidence_only,http://www.kmop.org,,,own_site_not_ready
org_university_of_galway_office_of_the_vice_a333450e,University of Galway (Office of the Vice-President for Research & Innovation),,https://keep.eu/projects/31296/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/beap-mar,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/beap-mar,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_university_college_dublin_school_of_agri_fcc91342,University College Dublin (School of Agriculture and Food Science),,https://keep.eu/projects/31296/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_associa_o_do_instituto_superior_t_cnico_f6128d5f,Associação do Instituto Superior Técnico para a Investigação e Desenvolvimento (Civil Engineering Research and Innovation for Sustainability),,https://keep.eu/projects/31290/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/trap,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/trap,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_palestine_jericho_plo_ps_6d64cdb5,محافظة اريحا والأغوار,http://www.jericho.plo.ps,http://www.jericho.plo.ps,http://www.jericho.plo.ps,url_error,,,email_not_found_manual_review,,,,,manual_review_needed,2026-06-07T16:20:17Z,url_error,pending_wave2,wave1_existing_evidence_only,http://www.jericho.plo.ps,,,own_site_not_ready
org_universidade_de_vigo_cinbio_spain_79cd0870,UNIVERSIDADE DE VIGO (CINBIO),,https://keep.eu/projects/31296/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_direcci_n_xeral_enerx_as_renovables_e_ca_79153b63,Dirección Xeral Enerxías Renovables e Cambio Climático (Subdirección Cambio Climático e da Ordenación do Litoral),,https://keep.eu/projects/31296/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_entidad_publica_empresarial_consejo_insu_59d854ef,ENTIDAD PUBLICA EMPRESARIAL CONSEJO INSULAR DE LA ENERGIA DE GRAN CANARIA (Management Department),,https://keep.eu/projects/31296/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_industrial_farmaceutica_cantabria_s_a_r_ad0f444d,INDUSTRIAL FARMACEUTICA CANTABRIA S.A. (R&D and Innovation),,https://keep.eu/projects/31296/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_fundaci_n_delegaci_n_fundaci_n_finnova_f_2e09e116,Fundación Delegación Fundación Finnova (Finnova),,https://keep.eu/projects/31296/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_instituto_polit_cnico_de_bragan_a_instit_7a00039f,Instituto Politécnico de Bragança (Instituto Politécnico de Bragança),,https://keep.eu/projects/31296/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_a4f_alga_fuel_s_a_i_d_portugal_dfb2cd6d,"A4F, ALGA FUEL, S.A. (I&D)",,https://keep.eu/projects/31296/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_instituto_tecnologico_de_canarias_s_a_de_0ca56eb2,"INSTITUTO TECNOLOGICO DE CANARIAS, S.A. (Departamento de Biotecnología)",,https://keep.eu/projects/31296/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/revalgae,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/revalgae,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_greece_uom_gr_e5ec92e8,Πανεπιστήμιο Μακεδονίας,http://www.uom.gr,http://www.uom.gr,https://www.uom.gr/,ok,,,email_not_found_form_only,,,,,not_outreach_ready,2026-06-07T16:20:17Z,page_fetched_form_only | candidate_source=own_contact_url,pending_wave2,wave1_existing_evidence_only,http://www.uom.gr,,,own_site_not_ready
org_lebanon_ldn_lb_org_38481d7b,الشبكة اللبنانية للتنمية,http://www.ldn-lb.org,http://www.ldn-lb.org,https://www.ldn-lb.org/,ok,,,email_not_found_form_only,,,,,not_outreach_ready,2026-06-07T16:20:17Z,page_fetched_form_only | candidate_source=own_contact_url,pending_wave2,wave1_existing_evidence_only,http://www.ldn-lb.org,,,own_site_not_ready
org_kizanlikli_e_i_ti_m_dani_manlik_ko_luk_t_85f2b3a2,KIZANLIKLI EĞİTİM DANIŞMANLIK KOÇLUK TURİZM LTD. ŞTİ,http://www.kizanlikliacademy.com,http://www.kizanlikliacademy.com,https://kizanlikliacademy.com/,ok,,,email_not_found_form_only,,,,,not_outreach_ready,2026-06-07T16:20:17Z,page_fetched_form_only | candidate_source=own_contact_url,pending_wave2,wave1_existing_evidence_only,http://www.kizanlikliacademy.com,,,own_site_not_ready
org_center_for_social_innovation_cyprus_2ecd118b,Center for Social Innovation,,https://keep.eu/projects/33269/,https://www.interregnextmed.eu/project-page/medshiftgreen/about/,promoted_from_existing_evidence,info@csicy.com | jasonp@uom.edu.gr | mammides@prandmore.gr | next.med@regione.sardegna.it,info@csicy.com,email_found,https://www.interregnextmed.eu/project-page/medshiftgreen/about/,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_egypt_eng_asu_edu_eg_7b52b609,كلية الهندسة، جامعة عين شمس - القاهرة,https://eng.asu.edu.eg,https://eng.asu.edu.eg/,https://eng.asu.edu.eg/,ok,info@eng.asu.edu.eg,info@eng.asu.edu.eg,email_found,https://eng.asu.edu.eg/,website_footer,,,ready_for_outreach,2026-06-07T16:20:17Z,accepted_same_domain | candidate_source=own_contact_url,baseline_existing,baseline_existing,https://eng.asu.edu.eg,official_generic_partner_email,generic_email_on_official_site,baseline_ready
org_animed_sarl_tunisia_animed_network_com_ac70a962,Animed SARL,http://www.animed-network.com,http://www.animed-network.com,https://animed-network.com/fr/accueil/,ok,contact@animed-network.com,contact@animed-network.com,email_found,https://animed-network.com/fr/accueil/,website_footer,,,ready_for_outreach,2026-06-07T16:20:17Z,accepted_same_domain | candidate_source=own_contact_url,baseline_existing,baseline_existing,http://www.animed-network.com,official_generic_partner_email,generic_email_on_official_site,baseline_ready
org_jordan_b0e28efa,مركز ترميم للتدريب على المحافظة على التراث الثقافي والطبيعي,,https://keep.eu/projects/33268/,https://www.interregnextmed.eu/project-page/diem/about/,promoted_from_existing_evidence,communication.diem@uniroma1.it | financial.diem@uniroma1.it | management.diem@uniroma1.it | next.med@regione.sardegna.it,communication.diem@uniroma1.it,email_found,https://www.interregnextmed.eu/project-page/diem/about/,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_normandie_littoral_region_normandie_fran_e610df92,NORMANDIE LITTORAL (REGION NORMANDIE ),,https://keep.eu/projects/31295/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_waterford_city_and_county_council_waterf_e6ba6661,Waterford City and County Council (Waterford Cultural Quarter),,https://keep.eu/projects/31295/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_normandie_maritime_administratif_france_b21ce382,NORMANDIE MARITIME (Administratif),,https://keep.eu/projects/31295/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
org_technopole_quimper_cornouaille_finist_re_c4542666,Technopole Quimper-Cornouaille (Finistère),,https://keep.eu/projects/31295/,https://www.atlanticarea.eu/discover-our-projects/approved-projects/aquafish0-0,promoted_from_existing_evidence,js@atlanticarea.eu | ma@atlanticarea.eu,js@atlanticarea.eu,email_found,https://www.atlanticarea.eu/discover-our-projects/approved-projects/aquafish0-0,existing_evidence_promotion,,,ready_for_outreach,2026-06-07T16:20:17Z,promoted_from_existing_evidence | prior_status=email_not_found_manual_review,not_attempted_wave1,existing_evidence_only,,official_programme_proxy_email,programme_site_published_contact,programme_or_project_site
