organization_id,organization_name,organization_type,partner_country,website_url,contact_url,validated_website_url,contact_name,contact_role,email,email_source_url,source_project_urls,score,suggested_angle,contact_quality_tier,ready_reason
org_instituto_para_el_crecimiento_sostenible_3ef40fba,Instituto para el Crecimiento Sostenible de la Empresa (Direction),Private Company,Spain,,https://keep.eu/projects/31295/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,https://keep.eu/projects/31295/,4.45,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_associa_o_nonagon_parque_de_ci_ncia_e_te_3388645d,Associação NONAGON - Parque de Ciência e Tecnologia de S. Miguel (Projetos),Association,Portugal,,https://keep.eu/projects/31295/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,https://keep.eu/projects/31295/,4.45,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_technopolis_group_portugal_unipessoal_ld_e50938db,"Technopolis Group Portugal, Unipessoal Lda (Technopolis Group Portugal, Unipessoal Lda)",Unknown,Portugal,,https://keep.eu/projects/31295/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,https://keep.eu/projects/31295/,4.45,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_technopolis_group_portugal_international_0cca5e4a,Technopolis Group Portugal (International Co-Funded Projects),Unknown,Portugal,,https://keep.eu/projects/31295/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,https://keep.eu/projects/31295/,4.45,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_greece_uoi_gr_36f9caa7,Πανεπιστήμιο Ιωαννίνων – Ειδικός Λογαριασμός Κονδυλίων Έρευνας,Unknown,Greece,http://uoi.gr,http://uoi.gr,http://uoi.gr,,,artemis@uoi.gr,https://uoi.gr/,https://keep.eu/projects/33271/,4.35,Convert project outputs into reusable SME and entrepreneurship training journeys.,direct_partner_email,email_on_official_partner_domain
org_ente_acque_della_sardegna_italy_enas_sar_9ebc2daf,Ente acque della Sardegna,Unknown,Italy,http://www.enas.sardegna.it,http://www.enas.sardegna.it,http://www.enas.sardegna.it,,,//info@enas.sardegna.it,https://www.enas.sardegna.it/,https://keep.eu/projects/33270/,4.35,"Turn training, workshops and capacity-building assets into scalable learning paths.",direct_partner_email,email_on_official_partner_domain
org_cde_petra_patrimonia_france_cde_petrapat_b7f6b238,CDE Petra Patrimonia,Unknown,France,https://cde-petrapatrimonia.com,https://cde-petrapatrimonia.com/,https://cde-petrapatrimonia.com,,,contact@cde-petrapatrimonia.com,https://cde-petrapatrimonia.com/,https://keep.eu/projects/33267/,4.35,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_generic_partner_email,generic_email_on_official_site
org_lebanon_bctslb_com_229dc133,بي سي تي اس,Unknown,Lebanon,http://www.bctslb.com,http://www.bctslb.com,http://www.bctslb.com,,,bcts@bctslb.com,https://www.bctslb.com/,https://keep.eu/projects/33267/,4.35,Convert project outputs into reusable SME and entrepreneurship training journeys.,direct_partner_email,email_on_official_partner_domain
org_university_of_galway_office_of_the_vice_a333450e,University of Galway (Office of the Vice-President for Research & Innovation),University / Research,Ireland,,https://keep.eu/projects/31296/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/beap-mar,https://keep.eu/projects/31296/ | https://keep.eu/projects/31277/ | https://keep.eu/projects/31264/ | https://keep.eu/projects/31258/ | https://keep.eu/projects/31246/ | https://keep.eu/projects/31251/,4.5,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_university_college_dublin_school_of_agri_fcc91342,University College Dublin (School of Agriculture and Food Science),University / Research,Ireland,,https://keep.eu/projects/31296/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,https://keep.eu/projects/31296/,4.3,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_associa_o_do_instituto_superior_t_cnico_f6128d5f,Associação do Instituto Superior Técnico para a Investigação e Desenvolvimento (Civil Engineering Research and Innovation for Sustainability),Association,Portugal,,https://keep.eu/projects/31290/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/trap,https://keep.eu/projects/31290/,4.3,Move from dissemination assets to reusable knowledge-transfer products and measurable training.,official_programme_proxy_email,programme_site_published_contact
org_universidade_de_vigo_cinbio_spain_79cd0870,UNIVERSIDADE DE VIGO (CINBIO),Unknown,Spain,,https://keep.eu/projects/31296/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,https://keep.eu/projects/31296/,4.25,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_direcci_n_xeral_enerx_as_renovables_e_ca_79153b63,Dirección Xeral Enerxías Renovables e Cambio Climático (Subdirección Cambio Climático e da Ordenación do Litoral),Unknown,Spain,,https://keep.eu/projects/31296/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,https://keep.eu/projects/31296/,4.25,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_entidad_publica_empresarial_consejo_insu_59d854ef,ENTIDAD PUBLICA EMPRESARIAL CONSEJO INSULAR DE LA ENERGIA DE GRAN CANARIA (Management Department),Unknown,Spain,,https://keep.eu/projects/31296/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,https://keep.eu/projects/31296/,4.25,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_industrial_farmaceutica_cantabria_s_a_r_ad0f444d,INDUSTRIAL FARMACEUTICA CANTABRIA S.A. (R&D and Innovation),Private Company,Spain,,https://keep.eu/projects/31296/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,https://keep.eu/projects/31296/,4.25,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_fundaci_n_delegaci_n_fundaci_n_finnova_f_2e09e116,Fundación Delegación Fundación Finnova (Finnova),Foundation / NGO,Spain,,https://keep.eu/projects/31296/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,https://keep.eu/projects/31296/,4.25,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_instituto_polit_cnico_de_bragan_a_instit_7a00039f,Instituto Politécnico de Bragança (Instituto Politécnico de Bragança),Unknown,Portugal,,https://keep.eu/projects/31296/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,https://keep.eu/projects/31296/,4.25,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_a4f_alga_fuel_s_a_i_d_portugal_dfb2cd6d,"A4F, ALGA FUEL, S.A. (I&D)",Private Company,Portugal,,https://keep.eu/projects/31296/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,https://keep.eu/projects/31296/,4.25,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_instituto_tecnologico_de_canarias_s_a_de_0ca56eb2,"INSTITUTO TECNOLOGICO DE CANARIAS, S.A. (Departamento de Biotecnología)",Private Company,Spain,,https://keep.eu/projects/31296/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/revalgae,https://keep.eu/projects/31296/ | https://keep.eu/projects/31292/,4.25,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_center_for_social_innovation_cyprus_2ecd118b,Center for Social Innovation,Unknown,Cyprus,,https://keep.eu/projects/33269/,,,,info@csicy.com,https://www.interregnextmed.eu/project-page/medshiftgreen/about/,https://keep.eu/projects/33269/,4.25,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_egypt_eng_asu_edu_eg_7b52b609,كلية الهندسة، جامعة عين شمس - القاهرة,Unknown,Egypt,https://eng.asu.edu.eg,https://eng.asu.edu.eg/,https://eng.asu.edu.eg,,,info@eng.asu.edu.eg,https://eng.asu.edu.eg/,https://keep.eu/projects/33268/,4.25,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_generic_partner_email,generic_email_on_official_site
org_animed_sarl_tunisia_animed_network_com_ac70a962,Animed SARL,Unknown,Tunisia,http://www.animed-network.com,http://www.animed-network.com,http://www.animed-network.com,,,contact@animed-network.com,https://animed-network.com/fr/accueil/,https://keep.eu/projects/33268/,4.25,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_generic_partner_email,generic_email_on_official_site
org_jordan_b0e28efa,مركز ترميم للتدريب على المحافظة على التراث الثقافي والطبيعي,Unknown,Jordan,,https://keep.eu/projects/33268/,,,,communication.diem@uniroma1.it,https://www.interregnextmed.eu/project-page/diem/about/,https://keep.eu/projects/33268/,4.25,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_normandie_littoral_region_normandie_fran_e610df92,NORMANDIE LITTORAL (REGION NORMANDIE ),Regional Authority,France,,https://keep.eu/projects/31295/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,https://keep.eu/projects/31295/,4.15,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_waterford_city_and_county_council_waterf_e6ba6661,Waterford City and County Council (Waterford Cultural Quarter),Unknown,Ireland,,https://keep.eu/projects/31295/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,https://keep.eu/projects/31295/,4.15,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_normandie_maritime_administratif_france_b21ce382,NORMANDIE MARITIME (Administratif),Unknown,France,,https://keep.eu/projects/31295/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/impact4mar,https://keep.eu/projects/31295/,4.15,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_technopole_quimper_cornouaille_finist_re_c4542666,Technopole Quimper-Cornouaille (Finistère),Unknown,France,,https://keep.eu/projects/31295/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/aquafish0-0,https://keep.eu/projects/31295/ | https://keep.eu/projects/31259/ | https://keep.eu/projects/31247/,4.15,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_palestinian_wastewater_engineers_group_b202a690,مهندسي الصرف الصحي الفلسطينية - Palestinian Wastewater Engineers Group (PWEG),Unknown,Palestine,http://www.palweg.org,http://www.palweg.org,http://www.palweg.org,,,info@palweg.org,http://www.palweg.org,https://keep.eu/projects/33270/,4.05,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_generic_partner_email,generic_email_on_official_site
org_atlantic_technological_university_resear_901907b9,Atlantic Technological University (Research Office),University / Research,Ireland,,https://keep.eu/projects/31290/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/atlantic-bridges,https://keep.eu/projects/31290/ | https://keep.eu/projects/31266/ | https://keep.eu/projects/31274/,4.0,Move from dissemination assets to reusable knowledge-transfer products and measurable training.,official_programme_proxy_email,programme_site_published_contact
org_cosmetic_valley_europe_international_fra_7177df33,COSMETIC VALLEY (Europe & International),Unknown,France,,https://keep.eu/projects/31296/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,https://keep.eu/projects/31296/,3.95,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_alga_biologics_alga_biologics_france_096e8f7e,Alga Biologics (ALGA BIOLOGICS),Unknown,France,,https://keep.eu/projects/31296/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smacc,https://keep.eu/projects/31296/,3.95,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_la_rochelle_universit_littoral_environne_6c2fa7a6,La Rochelle Université (LIttoral ENvironnement et Sociétés),University / Research,France,,https://keep.eu/projects/31296/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smart-coast,https://keep.eu/projects/31296/ | https://keep.eu/projects/31275/,3.95,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_instituto_superior_t_cnico_departamento_e670ec66,"Instituto Superior Técnico (Departamento de Engenharia Civil, Arquitetura e Georrecursos)",Unknown,Portugal,,https://keep.eu/projects/31290/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/hy4res,https://keep.eu/projects/31290/ | https://keep.eu/projects/31262/,3.9,Move from dissemination assets to reusable knowledge-transfer products and measurable training.,official_programme_proxy_email,programme_site_published_contact
org_universidad_de_sevilla_applied_mathemati_009eac11,Universidad de Sevilla (Applied Mathematics I),Unknown,Spain,,https://keep.eu/projects/31290/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/trap,https://keep.eu/projects/31290/,3.9,Move from dissemination assets to reusable knowledge-transfer products and measurable training.,official_programme_proxy_email,programme_site_published_contact
org_asociaci_n_amicos_transformaci_n_spain_f20f7dbd,Asociación AMICOS (Transformación),Unknown,Spain,,https://keep.eu/projects/31290/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/atlic,https://keep.eu/projects/31290/ | https://keep.eu/projects/31250/,4.35,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_4change_citizenship_and_participation_po_83477e74,4Change (Citizenship and participation),Unknown,Portugal,,https://keep.eu/projects/31290/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/trap,https://keep.eu/projects/31290/,3.9,Move from dissemination assets to reusable knowledge-transfer products and measurable training.,official_programme_proxy_email,programme_site_published_contact
org_asociaci_n_bioga_cluster_tecnol_xico_emp_f2d45eea,ASOCIACIÓN BIOGA – CLUSTER TECNOLÓXICO EMPRESARIAL DE CIENCIAS DA VIDA (Internationalisation),Cluster / Network,Spain,,https://keep.eu/projects/31294/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/cliraqua,https://keep.eu/projects/31294/ | https://keep.eu/projects/31285/,3.95,Move from dissemination assets to reusable knowledge-transfer products and measurable training.,official_programme_proxy_email,programme_site_published_contact
org_inovcluster_associa_o_do_cluster_agroind_16b00082,InovCluster – Associação do Cluster Agroindustrial do Centro (Projetos),Association,Portugal,,https://keep.eu/projects/31294/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/hub4food,https://keep.eu/projects/31294/ | https://keep.eu/projects/31261/,3.8,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_universidade_de_vigo_university_of_vigo_fdf64a64,UNIVERSIDADE DE VIGO (University of Vigo Marine Research Center),University / Research,Spain,,https://keep.eu/projects/31294/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/awesdi,https://keep.eu/projects/31294/ | https://keep.eu/projects/31279/ | https://keep.eu/projects/31264/ | https://keep.eu/projects/31282/,4.8,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_university_of_angers_eso_france_18467b0d,University of Angers (ESO),University / Research,France,,https://keep.eu/projects/31293/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/atlantic-sunset,https://keep.eu/projects/31293/ | https://keep.eu/projects/31248/,3.7,"Structure project methods, outputs and pilot lessons into reusable training for target beneficiaries.",official_programme_proxy_email,programme_site_published_contact
org_university_college_dublin_ucd_school_of_115f5f12,University College Dublin (UCD School of Computer Science),University / Research,Ireland,,https://keep.eu/projects/31293/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31293/ | https://keep.eu/projects/31270/,3.7,"Structure project methods, outputs and pilot lessons into reusable training for target beneficiaries.",official_programme_proxy_email,programme_site_published_contact
org_bim_ireland_s_seafood_development_agency_b6b1ff10,BIM Ireland's Seafood Development Agency (Development & Innovation Unit),Agency,Ireland,,https://keep.eu/projects/31297/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/aquafish0-0,https://keep.eu/projects/31297/ | https://keep.eu/projects/31294/ | https://keep.eu/projects/31259/ | https://keep.eu/projects/31247/,3.65,Package digital skills and transformation outputs into structured beneficiary learning tracks.,official_programme_proxy_email,programme_site_published_contact
org_university_college_dublin_school_of_civi_ea11dfb4,University College Dublin (School of Civil Engineering),University / Research,Ireland,,https://keep.eu/projects/31297/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smart4sea,https://keep.eu/projects/31297/,3.65,Package digital skills and transformation outputs into structured beneficiary learning tracks.,official_programme_proxy_email,programme_site_published_contact
org_university_of_galway_civil_engineering_i_8c41166b,University of Galway (Civil Engineering),University / Research,Ireland,,https://keep.eu/projects/31297/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smart4sea,https://keep.eu/projects/31297/,3.65,Package digital skills and transformation outputs into structured beneficiary learning tracks.,official_programme_proxy_email,programme_site_published_contact
org_universidad_de_cantabria_ingenier_as_qu_c010cb5e,Universidad de Cantabria (Ingenierías Química y Biomolecular),Unknown,Spain,,https://keep.eu/projects/31297/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smart4sea,https://keep.eu/projects/31297/,3.6,Package digital skills and transformation outputs into structured beneficiary learning tracks.,official_programme_proxy_email,programme_site_published_contact
org_viratec_cl_ster_galego_de_soluci_ns_ambi_ff38afe8,"Viratec, Clúster Galego de Solucións Ambientais e Economía Circular (Proyectos)",Unknown,Spain,,https://keep.eu/projects/31297/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/biochains-atlantic,https://keep.eu/projects/31297/ | https://keep.eu/projects/31294/,3.6,Package digital skills and transformation outputs into structured beneficiary learning tracks.,official_programme_proxy_email,programme_site_published_contact
org_patricia_santos_borges_sociedade_uni_lda_9e272422,Patricia Santos Borges Sociedade Uni. Lda (Catering),Unknown,Portugal,,https://keep.eu/projects/31297/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smart4sea,https://keep.eu/projects/31297/,3.6,Package digital skills and transformation outputs into structured beneficiary learning tracks.,official_programme_proxy_email,programme_site_published_contact
org_universidade_do_porto_faculdade_de_farm_27ebc417,Universidade do Porto (Faculdade de Farmácia da Universidade do Porto),Unknown,Portugal,,https://keep.eu/projects/31297/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smart4sea,https://keep.eu/projects/31297/,3.6,Package digital skills and transformation outputs into structured beneficiary learning tracks.,official_programme_proxy_email,programme_site_published_contact
org_cooperativa_de_armadores_de_pesca_del_pu_f4eab581,Cooperativa de Armadores de Pesca del Puerto de Vigo (ARVI INNOVAPESCA),Unknown,Spain,,https://keep.eu/projects/31297/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smart4sea,https://keep.eu/projects/31297/,3.6,Package digital skills and transformation outputs into structured beneficiary learning tracks.,official_programme_proxy_email,programme_site_published_contact
org_bitcliq_technologies_s_a_administrativo_643205be,Bitcliq Technologies S.A. (Administrativo),Private Company,Portugal,,https://keep.eu/projects/31297/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smart4sea,https://keep.eu/projects/31297/,3.6,Package digital skills and transformation outputs into structured beneficiary learning tracks.,official_programme_proxy_email,programme_site_published_contact
org_asociaci_n_nacional_de_fabricantes_de_co_4fbc9763,"Asociación Nacional de Fabricantes de Conservas y Productos Transformados de Pescados y Mariscos - Centro Nacional de Conocimiento y Tecnología para la Industria Marina, Acuícola y Alimentaria (Unidad de Innovación Internacional)",Unknown,Spain,,https://keep.eu/projects/31297/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/hub4food,https://keep.eu/projects/31297/ | https://keep.eu/projects/31264/ | https://keep.eu/projects/31261/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_instituto_portugu_s_do_mar_e_da_atmosfer_aeefeffb,Instituto Português do Mar e da Atmosfera (Departamento do Mar e Recursos Marinhos),Unknown,Portugal,,https://keep.eu/projects/31297/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/diadsea,https://keep.eu/projects/31297/ | https://keep.eu/projects/31281/ | https://keep.eu/projects/31279/ | https://keep.eu/projects/31285/ | https://keep.eu/projects/31247/ | https://keep.eu/projects/31256/,4.45,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_universidade_de_aveiro_uaveiro_portugal_38ca5c52,Universidade de Aveiro (UAveiro),Unknown,Portugal,,https://keep.eu/projects/31297/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smartdec,https://keep.eu/projects/31297/ | https://keep.eu/projects/31272/,4.25,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_asociaci_n_nacional_de_fabricantes_de_co_fd77f89d,Asociación Nacional de Fabricantes de Conservas de Pescados y Mariscos - Centro Técnico Nacional de Conservación de Productos de la Pesca (Unidad de Innovación Internacional),Unknown,Spain,,https://keep.eu/projects/31297/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smart4sea,https://keep.eu/projects/31297/,3.6,Package digital skills and transformation outputs into structured beneficiary learning tracks.,official_programme_proxy_email,programme_site_published_contact
org_diputaci_n_provincial_de_huelva_servicio_c7abcaa5,Diputación Provincial de Huelva (Servicio de Desarrollo Local y Fondos Europeos),Regional Authority,Spain,,https://keep.eu/projects/31293/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/agree,https://keep.eu/projects/31293/,3.6,"Structure project methods, outputs and pilot lessons into reusable training for target beneficiaries.",official_programme_proxy_email,programme_site_published_contact
org_regi_o_de_turismo_do_algarve_departament_ead1c5ac,REGIÃO DE TURISMO DO ALGARVE (Departamento Operacional ),Unknown,Portugal,,https://keep.eu/projects/31293/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/dibest,https://keep.eu/projects/31293/ | https://keep.eu/projects/31275/ | https://keep.eu/projects/31257/,4.05,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_asociaci_n_iter_vitis_espa_a_presidencia_deefb955,ASOCIACIÓN ITER VITIS ESPAÑA (PRESIDENCIA),Unknown,Spain,,https://keep.eu/projects/31293/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/agree,https://keep.eu/projects/31293/,3.6,"Structure project methods, outputs and pilot lessons into reusable training for target beneficiaries.",official_programme_proxy_email,programme_site_published_contact
