organization_id,organization_name,organization_type,partner_country,partner_region,source_dataset,source_wave,source_project_ids,source_project_names,source_project_urls,website_url,contact_url,documents_url,score,score_reason,suggested_angle,dedupe_key,normalization_notes
org_infrastrutture_recupero_energia_agenzia_2769bedd,Infrastrutture Recupero Energia Agenzia Regionale Ligure - IRE spa,Sectoral agency,Italy,16121 Genova,interreg_mac,wave3,Euro-MED0300592,Dialogue4LivingAreas,https://keep.eu/projects/27709/,http://www.ireliguria.it,http://www.ireliguria.it,,4.7,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; Sectoral agency; geo=5,Package digital skills and transformation outputs into structured beneficiary learning tracks.,infrastrutture recupero energia agenzia regionale ligure - ire spa::Italy::ireliguria.it,
org_universit_degli_studi_di_catania_italy_u_1d4af024,Università degli Studi di Catania,University / Research,Italy,95131 Catania,interreg_mac,wave3,00041,Essential Oil-derived Next generation Nano-Biopesticides for Sustainable Eco-Friendly Agriculture,https://keep.eu/projects/33231/,https://www.unict.it,https://www.unict.it/it,,4.65,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,università degli studi di catania::Italy::unict.it,
org_consorzio_formazione_lavoro_e_cooperazio_b5a3d694,Consorzio Formazione Lavoro e Cooperazione Società Cooperativa,Unknown,Italy,16122 Genova,interreg_mac,wave3,00042,Mediterranean Entrepreneurship's Real Added Values to Innovate and Green Local and Inner Areas,https://keep.eu/projects/33230/,http://CFLC.IT,http://CFLC.IT,,4.65,2021-2027 ongoing; training/learning signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,consorzio formazione lavoro e cooperazione società cooperativa::Italy::cflc.it,
org_fondazione_amesci_italy_amesci_org_91757627,Fondazione AMESCI,Foundation / NGO,Italy,Via G. Porzio - Isola E3 Centro Direzionale 801Napoli,interreg_mac,wave3,00042,Mediterranean Entrepreneurship's Real Added Values to Innovate and Green Local and Inner Areas,https://keep.eu/projects/33230/,https://www.amesci.org,https://www.amesci.org/,,4.65,2021-2027 ongoing; training/learning signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,fondazione amesci::Italy::amesci.org,
org_centro_servizi_promozionali_per_le_impre_a65e5136,Centro Servizi Promozionali per le Imprese – Azienda Speciale CCIAA CAOR,Unknown,Italy,09126 Cagliari,interreg_mac,wave3,00051,Promoting Local Apiary Networks and Bee Entrepreneurial Excellence,https://keep.eu/projects/33225/,https://www.csimprese.it,https://www.csimprese.it/,,4.65,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,centro servizi promozionali per le imprese – azienda speciale cciaa caor::Italy::csimprese.it,
org_azienda_ospedaliera_universitaria_meyer_2aead2b5,Azienda Ospedaliera Universitaria “Meyer” Istituto di Ricovero e Cura a Carattere Scientifico,University / Research,Italy,50139 Firenze,interreg_mac,wave3,00057,Community-based Approach for Resilient Mediterranean Health,https://keep.eu/projects/33220/,,https://keep.eu/projects/33220/,,4.65,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; N.a.; geo=5,Package digital skills and transformation outputs into structured beneficiary learning tracks.,azienda ospedaliera universitaria “meyer” istituto di ricovero e cura a carattere scientifico::Italy,
org_servei_de_salut_de_les_illes_balears_spa_86658002,Servei de Salut de les Illes Balears,Unknown,Spain,Palma de Mallorca,interreg_mac,wave3,00057,Community-based Approach for Resilient Mediterranean Health,https://keep.eu/projects/33220/,https://www.ibsalut.es,https://www.ibsalut.es/apmallorca/es/,,4.65,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; N.a.; geo=5,Package digital skills and transformation outputs into structured beneficiary learning tracks.,servei de salut de les illes balears::Spain::ibsalut.es,
org_icu_istituto_per_la_cooperazione_univers_6fb2163d,ICU - Istituto per la Cooperazione Universitaria,University / Research,Italy,00198 Rome,interreg_mac,wave3,00057,Community-based Approach for Resilient Mediterranean Health,https://keep.eu/projects/33220/,http://www.icu.it,http://www.icu.it,,4.65,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; N.a.; geo=5,Package digital skills and transformation outputs into structured beneficiary learning tracks.,icu - istituto per la cooperazione universitaria::Italy::icu.it,
org_so_re_sa_s_p_a_societ_regionale_per_la_s_5413f5f8,So.Re.Sa. S.p.A. - Società Regionale per la Sanità,Regional Authority,Italy,80143 Napoli,interreg_mac,wave3,00017,Mediterranean Health in Crisis: Harnessing AI for Resilience,https://keep.eu/projects/33215/,http://www.soresa.it,http://www.soresa.it,,4.65,2021-2027 ongoing; capacity-building signal; knowledge-transfer signal; N.a.; geo=5,Package digital skills and transformation outputs into structured beneficiary learning tracks.,so.re.sa. s.p.a. - società regionale per la sanità::Italy::soresa.it,
org_latitudo40_italy_latitudo40_com_dd25d70f,Latitudo40,Unknown,Italy,80128Napoli,interreg_mac,wave3,00017,Mediterranean Health in Crisis: Harnessing AI for Resilience,https://keep.eu/projects/33215/,http://www.latitudo40.com,http://www.latitudo40.com,,4.65,2021-2027 ongoing; capacity-building signal; knowledge-transfer signal; N.a.; geo=5,Package digital skills and transformation outputs into structured beneficiary learning tracks.,latitudo40::Italy::latitudo40.com,
org_institut_catala_d_energia_spain_icaen_ge_99f894ae,INSTITUT CATALA D'ENERGIA,Unknown,Spain,08038Barcelona,interreg_mac,wave3,00025,"Energy efficiency, Renewable Energy Sources and smarT energy conservation for improved quality of life and a GREENer Mediterranean",https://keep.eu/projects/33213/,https://icaen.gencat.cat,https://icaen.gencat.cat/ca/inici/,,4.65,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,institut catala d'energia::Spain::icaen.gencat.cat,
org_terre_di_siena_lab_italy_terredisienalab_8c447932,Terre di Siena Lab,Unknown,Italy,53100 Siena,interreg_mac,wave3,00025 | Euro-MED0200775,"Energy efficiency, Renewable Energy Sources and smarT energy conservation for improved quality of life and a GREENer Mediterranean | Innovative and Green Procurement towards sustainable economy in MED area",https://keep.eu/projects/33213/ | https://keep.eu/projects/29231/,http://www.terredisienalab.it,http://www.terredisienalab.it,,4.65,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; N.a.; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,terre di siena lab::Italy::terredisienalab.it,merged_from=2_rows
org_comunitat_d_usuaris_d_aig_es_de_la_vall_85bf722f,Comunitat d’Usuaris d’Aigües de la Vall Baixa i Delta del Llobregat,Other,Spain,08820 El Prat de Llobregat/Barcelona,interreg_mac,wave3,Euro-MED0200626,Clepsydra - Groundwater monitoring and Decision Support System development to optimise decision-making in sensitive and water-scarce agricultural environments in the Mediterranean context,https://keep.eu/projects/29254/,https://www.cuadll.org,https://www.cuadll.org/,,4.65,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Other; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,comunitat d’usuaris d’aigües de la vall baixa i delta del llobregat::Spain::cuadll.org,
org_comunidad_de_regantes_del_campo_de_carta_51a42c23,Comunidad de Regantes del Campo de Cartagena,Other,Spain,30201 Cartagena,interreg_mac,wave3,Euro-MED0200626,Clepsydra - Groundwater monitoring and Decision Support System development to optimise decision-making in sensitive and water-scarce agricultural environments in the Mediterranean context,https://keep.eu/projects/29254/,https://www.crcc.es,https://www.crcc.es,,4.65,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Other; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,comunidad de regantes del campo de cartagena::Spain::crcc.es,
org_ocu_ediciones_sa_spain_ocu_org_a05dbf16,OCU EDICIONES SA,Other,Spain,28037 Madrid,interreg_mac,wave3,Euro-MED0200589,REPair PERspective,https://keep.eu/projects/29251/,http://www.ocu.org,http://www.ocu.org,,4.65,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Other; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,ocu ediciones sa::Spain::ocu.org,
org_deco_proteste_lda_portugal_deco_proteste_fa8c82f3,Deco Proteste Lda,Other,Portugal,1900-221 Lisboa,interreg_mac,wave3,Euro-MED0200589,REPair PERspective,https://keep.eu/projects/29251/,http://www.deco.proteste.pt,http://www.deco.proteste.pt,,4.65,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Other; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,deco proteste lda::Portugal::deco.proteste.pt,
org_altroconsumo_edizioni_srl_italy_altrocon_573ce586,Altroconsumo Edizioni Srl,Other,Italy,20159 Milan,interreg_mac,wave3,Euro-MED0200589,REPair PERspective,https://keep.eu/projects/29251/,http://www.altroconsumo.it,http://www.altroconsumo.it,,4.65,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Other; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,altroconsumo edizioni srl::Italy::altroconsumo.it,
org_universit_degli_studi_roma_tre_dipartime_055f0391,Università degli Studi Roma Tre - Dipartimento di Architettura,Higher education and research organisations,Italy,00153 Rome,interreg_mac,wave3,Euro-MED0200864 | Euro-MED0200720,improving WEtland GOvernance through a COmmunity Of Practice | Promoting shared stewardship for Mediterranean Coasts,https://keep.eu/projects/29250/ | https://keep.eu/projects/29230/,https://architettura.uniroma3.it,https://architettura.uniroma3.it,,4.65,2021-2027 closed; training/learning signal; capacity-building signal; knowledge-transfer signal; Higher education and research organisations; geo=5,Package digital skills and transformation outputs into structured beneficiary learning tracks.,università degli studi roma tre - dipartimento di architettura::Italy::architettura.uniroma3.it,merged_from=2_rows
org_centre_de_difusi_tecnol_gica_fusta_i_mob_a0bee258,Centre de Difusió Tecnològica Fusta i Moble de Catalunya,Business support organisation,Spain,43560 La Sénia (Tarragona),interreg_mac,wave3,Euro-MED0200663,MAking Sustainable Tourism possible,https://keep.eu/projects/29249/,https://www.cenfim.org,https://www.cenfim.org/en/,,4.65,2021-2027 closed; knowledge-transfer signal; business-facing beneficiaries; Business support organisation; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,centre de difusió tecnològica fusta i moble de catalunya::Spain::cenfim.org,
org_fundaci_n_santa_mar_a_la_real_del_patrim_552a28f7,Fundación Santa María la Real del Patrimonio Histórico,Interest groups including NGOs,Spain,28004 Madrid,interreg_mac,wave3,Euro-MED0200900,TOURism Innovative and Sustainable Management of flOws,https://keep.eu/projects/29248/,http://www.santamarialareal.org,http://www.santamarialareal.org,,4.65,2021-2027 ongoing; knowledge-transfer signal; business-facing beneficiaries; Interest groups including NGOs; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,fundación santa maría la real del patrimonio histórico::Spain::santamarialareal.org,
org_legambiente_nazionale_aps_rete_associati_c87990ca,Legambiente nazionale APS - RETE ASSOCIATIVA - ETS,Other,Italy,00199 Rome,interreg_mac,wave3,Euro-MED0200343,PreVEnting and ReDucing the tExtiles waste mountain in the MED area,https://keep.eu/projects/29242/,http://www.legambiente.it,http://www.legambiente.it,,4.65,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Other; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,legambiente nazionale aps - rete associativa - ets::Italy::legambiente.it,
org_universit_degli_studi_g_d_annunzio_di_ch_5c0e0ad1,"Università degli studi ""G.d’Annunzio"" di Chieti e Pescara",Higher education and research organisations,Italy,66100 Chieti,interreg_mac,wave3,Euro-MED0200836,Novel Support tools to Mediterranean Governments Exploiting Behavioural Incentives,https://keep.eu/projects/29234/,https://en.unich.it,https://en.unich.it/,,4.65,2021-2027 closed; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Higher education and research organisations; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,"università degli studi ""g.d’annunzio"" di chieti e pescara::Italy::en.unich.it",
org_cia_agricoltori_italiani_associazione_re_c60a8b99,Cia – Agricoltori Italiani – Associazione Regionale Puglia,Interest groups including NGOs,Italy,70132 BARI,interreg_mac,wave3,Euro-MED0200570,Mediterranean Network for the Promotion of Sustainability & Authenticity in Olive Oil Sector,https://keep.eu/projects/29225/,http://www.cia-puglia.it,http://www.cia-puglia.it,,4.65,2021-2027 ongoing; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Interest groups including NGOs; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,cia – agricoltori italiani – associazione regionale puglia::Italy::cia-puglia.it,
org_azolla_efkt_sl_spain_azollaprojects_com_fe5e224c,Azolla EFKT SL,SME,Spain,08024 Barcelona,interreg_mac,wave3,Euro-MED0200778,Accelerating Carbon Market Development for climate change mitigation and adaptation in Mediterranean agriculture,https://keep.eu/projects/29221/,https://www.azollaprojects.com,https://www.azollaprojects.com/,,4.65,2021-2027 ongoing; knowledge-transfer signal; business-facing beneficiaries; SME; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,azolla efkt sl::Spain::azollaprojects.com,
org_institut_menorqu_d_estudis_observatori_s_92401cba,Institut Menorquí d'Estudis-Observatori Socioambiental de Menorca,Other,Spain,07702 Maó,interreg_mac,wave3,Euro-MED0200867,Accelerating the Restoration of Seagrass Meadows in the Mediterranean area through Innovative ecosystem-service based Solutions,https://keep.eu/projects/29220/,https://www.obsam.cat,https://www.obsam.cat/,,4.65,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Other; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,institut menorquí d'estudis-observatori socioambiental de menorca::Spain::obsam.cat,
org_bax_innovation_consulting_sl_spain_baxco_b98ba0d4,Bax Innovation Consulting SL,SME,Spain,08013 Barcelona,interreg_mac,wave3,Euro-MED0200867 | Euro-MED0200352,Accelerating the Restoration of Seagrass Meadows in the Mediterranean area through Innovative ecosystem-service based Solutions | Promoting Green and Inclusive Mobility hubs for greener MED living areas by leveraging citizens' real needs,https://keep.eu/projects/29220/ | https://keep.eu/projects/29237/,https://baxcompany.com,https://baxcompany.com/,,4.65,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; SME; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,bax innovation consulting sl::Spain::baxcompany.com,merged_from=2_rows
org_ecoacsa_reserva_de_biodiversidad_s_l_spa_c31fb7d0,Ecoacsa Reserva de Biodiversidad S. L.,SME,Spain,28924 Alcorcón (Madrid),interreg_mac,wave3,Euro-MED0200867,Accelerating the Restoration of Seagrass Meadows in the Mediterranean area through Innovative ecosystem-service based Solutions,https://keep.eu/projects/29220/,https://ecoacsa.com,https://ecoacsa.com/en/home/,,4.65,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; SME; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,ecoacsa reserva de biodiversidad s. l::Spain::ecoacsa.com,
org_consell_insular_de_menorca_agencia_menor_f838a171,Consell Insular de Menorca - Agencia Menorca Reserva de Biosfera,Other,Spain,07703 Maó (Menorca),interreg_mac,wave3,Euro-MED0200867,Accelerating the Restoration of Seagrass Meadows in the Mediterranean area through Innovative ecosystem-service based Solutions,https://keep.eu/projects/29220/,http://www.menorcabiosfera.org,http://www.menorcabiosfera.org,,4.65,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Other; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,consell insular de menorca - agencia menorca reserva de biosfera::Spain::menorcabiosfera.org,
org_associazione_fabbrica_intelligente_lomba_c2f51c56,Associazione Fabbrica Intelligente Lombardia,Other,Italy,20124 Milan,interreg_mac,wave3,Euro-MED0200399,Green and Resilient European Excellence Network for Smart MED SMEs,https://keep.eu/projects/29211/,http://www.afil.it,http://www.afil.it,,4.65,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Other; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,associazione fabbrica intelligente lombardia::Italy::afil.it,
org_association_d_education_relative_l_envir_e9354ca2,Association d'Education Relative à l'Environnement de Hammamet,Association,Tunisia,8050 Hammamet,interreg_mac,wave3,00042,Mediterranean Entrepreneurship's Real Added Values to Innovate and Green Local and Inner Areas,https://keep.eu/projects/33230/,https://aere-hammamet.tn,https://aere-hammamet.tn,,4.6,2021-2027 ongoing; training/learning signal; business-facing beneficiaries; N.a.; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,association d'education relative à l'environnement de hammamet::Tunisia::aere-hammamet.tn,
org_area_science_park_italy_areasciencepark_287b2134,Area Science Park,Higher education and research organisations,Italy,34149 Trieste,interreg_mac,wave3,Euro-MED0200391,INnovative FInancing solutions for climate planning of REsilient and carbon neutral living areas,https://keep.eu/projects/30104/,https://www.areasciencepark.it,https://www.areasciencepark.it,,4.6,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Higher education and research organisations; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,area science park::Italy::areasciencepark.it,
org_fundaci_n_ciedes_spain_ciedes_es_7b70cb70,Fundación CIEDES,Higher education and research organisations,Spain,29012 Málaga,interreg_mac,wave3,Euro-MED0200907,Towards Climate Resilient Mediterranean Cities,https://keep.eu/projects/30103/,https://ciedes.es,https://ciedes.es/,,4.6,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; business-facing beneficiaries; Higher education and research organisations; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,fundación ciedes::Spain::ciedes.es,
org_universitat_polit_cnica_de_catalunya_bar_beac456d,Universitat Politècnica de Catalunya-Barcelona TECH,Higher education and research organisations,Spain,08034 Barcelona,interreg_mac,wave3,Euro-MED0200414,Increasing capacities of PTO and PTA in the EURO MED area by testing novel solutions to effectively manage public transport’s transition towards energy-efficiency and resource-efficiency,https://keep.eu/projects/30101/,https://www.upc.edu,https://www.upc.edu/en,,4.6,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; Higher education and research organisations; geo=5,Package digital skills and transformation outputs into structured beneficiary learning tracks.,universitat politècnica de catalunya-barcelona tech::Spain::upc.edu,
org_cl_ster_mar_timo_de_las_illes_balears_sp_e38f800e,Clúster Marítimo De Las Illes Balears,Business support organisation,Spain,07001 Palma,interreg_mac,wave3,Euro-MED0200727,Transformative co-creation innovation labs for the Blue Sustainable Economy,https://keep.eu/projects/29252/,https://www.cmlillesbalears.com,https://www.cmlillesbalears.com/,,4.6,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Business support organisation; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,clúster marítimo de las illes balears::Spain::cmlillesbalears.com,
org_greece_fodsakm_gr_8806cd41,ΠΕΡΙΦΕΡΕΙΑΚΟΣ ΣΥΝΔΕΣΜΟΣ ΦΟΡΕΩΝ ΔΙΑΧΕΙΡΙΣΗΣ ΣΤΕΡΕΩΝ ΑΠΟΒΛΗΤΩΝ (ΦΟΔΣΑ) ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Local public authority,Greece,54626 Thessaloniki,interreg_mac,wave3,Euro-MED0200589,REPair PERspective,https://keep.eu/projects/29251/,http://www.fodsakm.gr,http://www.fodsakm.gr,,4.6,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Local public authority; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,περιφερειακος συνδεσμος φορεων διαχειρισης στερεων αποβλητων (φοδσα) κεντρικης μακεδονιας::Greece::fodsakm.gr,
org_greece_readsa_gr_35035de5,Αναπτυξιακή Εταιρεία Περιφέρειας Νοτίου Αιγαίου – ΕΝΕΡΓΕΙΑΚΗ Α.Ε.,Sectoral agency,Greece,85131 Rhodes,interreg_mac,wave3,Euro-MED0200900 | Euro-MED0200256,TOURism Innovative and Sustainable Management of flOws | Developing community based innovative business models for the revival of the internal areas in the Mediterranean,https://keep.eu/projects/29248/ | https://keep.eu/projects/29222/,http://www.readsa.gr,http://www.readsa.gr,,4.6,2021-2027 ongoing; knowledge-transfer signal; business-facing beneficiaries; Sectoral agency; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,αναπτυξιακή εταιρεία περιφέρειας νοτίου αιγαίου – ενεργειακη α.ε::Greece::readsa.gr,merged_from=2_rows
org_javna_ustanova_rera_s_d_za_koordinaciju_fd5ffff3,Javna ustanova RERA S.D. za koordinaciju i razvoj Splitsko-dalmatinske županije,Sectoral agency,Croatia,21000 Split,interreg_mac,wave3,Euro-MED0200900,TOURism Innovative and Sustainable Management of flOws,https://keep.eu/projects/29248/,http://www.rera.hr,http://www.rera.hr,,4.6,2021-2027 ongoing; knowledge-transfer signal; business-facing beneficiaries; Sectoral agency; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,javna ustanova rera s.d. za koordinaciju i razvoj splitsko-dalmatinske županije::Croatia::rera.hr,
org_universidad_de_granada_spain_ugr_es_d007f51d,UNIVERSIDAD DE GRANADA,Higher education and research organisations,Spain,18071 GRANADA,interreg_mac,wave3,Euro-MED0200388,"HERItage and territory resilience through sustainable Tourism, climate change ADAPtation and ciTizen engagement",https://keep.eu/projects/29246/,http://WWW.UGR.ES,http://WWW.UGR.ES,,4.6,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Higher education and research organisations; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,universidad de granada::Spain::ugr.es,
org_fundacion_zaragoza_logistics_center_spai_51433462,Fundacion Zaragoza Logistics Center,Higher education and research organisations,Spain,50.018 Zaragoza,interreg_mac,wave3,Euro-MED0200522,MEDiterranean COllaborative LOgistics for the URban Space,https://keep.eu/projects/29240/,http://www.zlc.edu.es,http://www.zlc.edu.es,,4.6,2021-2027 ongoing; training/learning signal; capacity-building signal; knowledge-transfer signal; Higher education and research organisations; geo=5,"Turn training, workshops and capacity-building assets into scalable learning paths.",fundacion zaragoza logistics center::Spain::zlc.edu.es,
org_universit_politecnica_delle_marche_italy_884f5b6d,Università Politecnica delle Marche,Higher education and research organisations,Italy,60121 Ancona,interreg_mac,wave3,Euro-MED0200635,Greener AgRo-fooD logistics in the mEditerraneaN area,https://keep.eu/projects/29239/,https://www.univpm.it,https://www.univpm.it/Entra/Universita_Politecnica_delle_Marche_Home/L/1,,4.6,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; Higher education and research organisations; geo=5,"Turn training, workshops and capacity-building assets into scalable learning paths.",università politecnica delle marche::Italy::univpm.it,
org_cnet_centre_for_new_energy_technologies_33f53763,CNET Centre for New Energy Technologies SA,"Enterprise, except SME",Portugal,2685-038 SACAVEM E PRIOR VELHO LISBOA,interreg_mac,wave3,Euro-MED0200199,Spatial Planning for Offshore Wind Industry Development,https://keep.eu/projects/29235/,https://www.edp.com,https://www.edp.com/en/edp-new#about-us,,4.6,"2021-2027 closed; knowledge-transfer signal; business-facing beneficiaries; Enterprise, except SME; geo=5",Convert project outputs into reusable SME and entrepreneurship training journeys.,cnet centre for new energy technologies sa::Portugal::edp.com,
org_parque_do_alentejo_de_ci_ncia_e_tecnolog_4186480f,Parque do Alentejo de Ciência e Tecnologia,Business support organisation,Portugal,7005-345 Évora,interreg_mac,wave3,Euro-MED0200699,Preventing e-waste from polluting MED water by turning waste into a resource.,https://keep.eu/projects/29233/,https://www.pact.pt,https://www.pact.pt/site/,,4.6,2021-2027 ongoing; training/learning signal; knowledge-transfer signal; business-facing beneficiaries; Business support organisation; geo=5,Convert project outputs into reusable SME and entrepreneurship training journeys.,parque do alentejo de ciência e tecnologia::Portugal::pact.pt,
org_perifereiako_tameio_anaptixis_dytikis_ma_3fd27e7b,Perifereiako Tameio Anaptixis Dytikis Makedonias,Regional public authority,Greece,GR-50100 Kozani,interreg_mac,wave3,Euro-MED0200557 | Euro-MED0200399,Adopting electric mobility in underserved rural and remote MED areas | Green and Resilient European Excellence Network for Smart MED SMEs,https://keep.eu/projects/29229/ | https://keep.eu/projects/29211/,http://www.pta.pdm.gr,http://www.pta.pdm.gr,,4.6,2021-2027 ongoing; knowledge-transfer signal; business-facing beneficiaries; Regional public authority; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,perifereiako tameio anaptixis dytikis makedonias::Greece::pta.pdm.gr,merged_from=2_rows
org_ju_razvojna_agencija_unsko_sanskog_kanto_bde8438e,JU Razvojna agencija Unsko-sanskog kantona Bihać,Sectoral agency,Bosnia and Herzegovina,77000 Bihać,interreg_mac,wave3,Euro-MED0200557 | Euro-MED0200865,Adopting electric mobility in underserved rural and remote MED areas | Investing in Green and Just Transition for a New Sustainable Business as Usual Economy,https://keep.eu/projects/29229/ | https://keep.eu/projects/29241/,http://www.rausk.ba,http://www.rausk.ba,,4.6,2021-2027 ongoing; knowledge-transfer signal; business-facing beneficiaries; Sectoral agency; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,ju razvojna agencija unsko-sanskog kantona bihać::Bosnia and Herzegovina::rausk.ba,merged_from=3_rows
org_bulgaria_szeda_eu_4d40abe2,Агенция за регионално икономическо развитие - Стара Загора,Local public authority,Bulgaria,6000 Stara Zagora,interreg_mac,wave3,Euro-MED0200557 | Euro-MED0200399,Adopting electric mobility in underserved rural and remote MED areas | Green and Resilient European Excellence Network for Smart MED SMEs,https://keep.eu/projects/29229/ | https://keep.eu/projects/29211/,http://szeda.eu,http://szeda.eu,,4.6,2021-2027 ongoing; knowledge-transfer signal; business-facing beneficiaries; Local public authority; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,агенция за регионално икономическо развитие - стара загора::Bulgaria::szeda.eu,merged_from=2_rows
org_bsc_busines_support_centre_l_t_d_kranj_s_912952b3,"BSC, Busines support centre L.t.d. ,Kranj",Sectoral agency,Slovenia,4000 Kranj,interreg_mac,wave3,Euro-MED0200557,Adopting electric mobility in underserved rural and remote MED areas,https://keep.eu/projects/29229/,http://www.bsc-kranj.sl,http://www.bsc-kranj.sl,,4.6,2021-2027 ongoing; knowledge-transfer signal; business-facing beneficiaries; Sectoral agency; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,"bsc, busines support centre l.t.d. ,kranj::Slovenia::bsc-kranj.sl",
org_koprivni_ko_kri_eva_ka_upanija_croatia_k_70cf9b07,Koprivničko-križevačka županija,Regional public authority,Croatia,48000 Koprivnica,interreg_mac,wave3,Euro-MED0200557,Adopting electric mobility in underserved rural and remote MED areas,https://keep.eu/projects/29229/,https://www.kckzz.hr,https://www.kckzz.hr/hr/,,4.6,2021-2027 ongoing; knowledge-transfer signal; business-facing beneficiaries; Regional public authority; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,koprivničko-križevačka županija::Croatia::kckzz.hr,
org_regionalna_energetska_agencija_sjever_cr_486a4f73,Regionalna Energetska Agencija Sjever,Sectoral agency,Croatia,48000 Koprivnica,interreg_mac,wave3,Euro-MED0200557 | Euro-MED0200865 | Euro-MED0200775,Adopting electric mobility in underserved rural and remote MED areas | Investing in Green and Just Transition for a New Sustainable Business as Usual Economy | Innovative and Green Procurement towards sustainable economy in MED area,https://keep.eu/projects/29229/ | https://keep.eu/projects/29241/ | https://keep.eu/projects/29231/,https://rea-sjever.hr,https://rea-sjever.hr/en/home/,,4.6,2021-2027 ongoing; knowledge-transfer signal; business-facing beneficiaries; Sectoral agency; geo=3,Convert project outputs into reusable SME and entrepreneurship training journeys.,regionalna energetska agencija sjever::Croatia::rea-sjever.hr,merged_from=3_rows
