organization_id,organization_name,recovery_lane,query_pack,candidate_url,candidate_domain,discovery_status,validation_reason,validated_website_url
org_fondazione_centro_euro_mediterraneo_sui_76d3771a,Fondazione Centro Euro-Mediterraneo sui Cambiamenti Climatici,own_site_not_ready,,,,not_needed,used_existing_website,https://www.cmcc.it/
org_ayuntamiento_de_lleida_spain_7489b669,Ayuntamiento de Lleida,discovery,,,,not_attempted,no_viable_query,
org_universit_degli_studi_di_firenze_italy_u_a0bfa05d,Università degli Studi di Firenze,own_site_not_ready,,,,not_needed,used_existing_website,https://www.unifi.it/
org_rea_metropolitana_de_barcelona_spain_8980308c,Àrea Metropolitana de Barcelona,discovery,,,,not_attempted,no_viable_query,
org_sapienza_university_of_rome_italy_unirom_13ec2610,Sapienza University of Rome,own_site_not_ready,,,,not_needed,used_existing_website,https://www.uniroma1.it/it/
org_greece_kmop_org_cd8c0111,ΚΕΝΤΡΟ ΜΕΡΙΜΝΑΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΑΙ ΠΑΙΔΙΟΥ,own_site_not_ready,,,,not_needed,used_existing_website,https://www.kmop.gr/
org_ayuntamiento_de_quart_de_poblet_spain_90723f2d,Ayuntamiento de Quart de Poblet,discovery,,,,not_attempted,no_viable_query,
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site_not_ready,,,,not_needed,used_existing_website,https://www.najah.edu/en/
org_universit_iuav_di_venezia_italy_iuav_it_58bbf262,Università Iuav di Venezia,own_site_not_ready,,,,not_needed,used_existing_website,https://www.iuav.it/it
org_consiglio_nazionale_delle_ricerche_italy_8289f8f7,Consiglio Nazionale delle Ricerche,discovery,,,,not_attempted,no_viable_query,
org_pk_rs_podru_na_privredna_komora_banja_lu_c1ea9bb7,PK RS – Područna privredna komora Banja Luka,discovery,,,,not_attempted,no_viable_query,
org_regione_del_veneto_italy_regione_veneto_b6bdd544,REGIONE DEL VENETO,own_site_not_ready,,,,not_needed,used_existing_website,https://www.regione.veneto.it/
org_fundaci_n_corporaci_n_tecnol_gica_de_and_e09a517d,Fundación Corporación Tecnológica De Andalucía,own_site_not_ready,,,,not_needed,used_existing_website,https://www.corporaciontecnologica.com/
org_universit_degli_studi_di_ferrara_italy_u_178d5628,Università degli Studi di Ferrara,own_site_not_ready,,,,not_needed,used_existing_website,https://www.unife.it/it
org_regione_liguria_italy_regione_liguria_it_4b98f733,Regione Liguria,own_site_not_ready,,,,not_needed,used_existing_website,https://www.regione.liguria.it/
org_mancomunidad_tur_stica_de_sierra_espu_a_117852a1,Mancomunidad Turística de Sierra Espuña,own_site_not_ready,,,,not_needed,used_existing_website,https://territoriosierraespuna.com/
org_greece_certh_gr_f6d70492,Εθνικό Κέντρο Έρευνας Και Τεχνολογικής Ανάπτυξης (Πτολεμαΐδα),own_site_not_ready,,,,not_needed,used_existing_website,https://www.certh.gr/
org_exo_soc_cons_a_r_l_italy_exo_ricerca_it_421bdf8d,EXO Soc. Cons. a R. L.,own_site_not_ready,,,,not_needed,used_existing_website,https://exo-ricerca.it/
org_generaci_n_de_energ_as_alternativas_s_l_7ababe44,"Generación de Energías Alternativas, S.L.U.",own_site_not_ready,,,,not_needed,used_existing_website,https://www.grupoenercoop.es/
org_vitale_tecnologie_comunicazione_viteco_s_a87945f2,VITALE TECNOLOGIE COMUNICAZIONE VITECO SRL,own_site_not_ready,,,,not_needed,used_existing_website,https://www.vitecoelearning.eu/
org_fondazione_museo_del_tessuto_di_prato_it_e39ee019,Fondazione Museo del Tessuto di Prato,discovery,,,,not_attempted,no_viable_query,
org_universitat_de_barcelona_spain_ub_edu_98638501,Universitat de Barcelona,own_site_not_ready,,,,not_needed,used_existing_website,https://web.ub.edu:443/ca/web/ub/
org_asociaci_n_para_el_desarrollo_de_la_coma_721d0248,Asociación para el Desarrollo de la Comarca del Aljarafe-Doñana,discovery,,,,not_attempted,no_viable_query,
org_y_greece_ypen_gov_gr_b2b5a495,YΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,own_site_not_ready,,,,not_needed,used_existing_website,https://ypen.gov.gr/
org_empresa_municipal_de_iniciativas_y_activ_0db590aa,"Empresa Municipal de Iniciativas y Actividades Empresariales de Málaga, S.A.",own_site_not_ready,,,,not_needed,used_existing_website,https://www.promalaga.es/
org_universit_di_torino_italy_unito_it_34692cf6,Università di Torino,own_site_not_ready,,,,not_needed,used_existing_website,https://www.unito.it/
org_asociaci_n_catalana_para_la_innovaci_n_y_0e1d5607,"Asociación Catalana para la Innovación y la Internacionalización del Sector del Agua, Catalan Water Partnership",discovery,,,,not_attempted,no_viable_query,
org_universit_degli_studi_di_siena_italy_uni_926f4380,Università degli studi di Siena,own_site_not_ready,,,,not_needed,used_existing_website,https://www.unisi.it/
org_centro_europeo_de_empresas_e_innovaci_n_6f4fa8ff,Centro Europeo de Empresas e Innovación de Valencia,discovery,,,,not_attempted,no_viable_query,
org_fundaci_de_recerca_cl_nic_barcelona_inst_1d3add50,Fundació de Recerca Clínic Barcelona-Institut d’Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS),own_site_not_ready,,,,not_needed,used_existing_website,https://www.clinicbarcelona.org/
org_stazione_zoologica_anton_dohrn_italy_4aea02e6,Stazione Zoologica Anton Dohrn,discovery,,,,not_attempted,no_viable_query,
org_turisti_ka_zajednica_splitsko_dalmatinsk_7f6012dc,TURISTIČKA ZAJEDNICA SPLITSKO-DALMATINSKE ŽUPANIJE,own_site_not_ready,,,,not_needed,used_existing_website,https://www.dalmatia.hr/
org_hospital_cl_nic_de_barcelona_spain_clini_29aaa265,Hospital Clínic de Barcelona,own_site_not_ready,,,,not_needed,used_existing_website,https://www.clinicbarcelona.org/
org_camara_oficial_de_comercio_industria_ser_c8623e1d,"CAMARA OFICIAL DE COMERCIO INDUSTRIA, SERVICIOS Y NAVEGACION DE VALENCIA",own_site_not_ready,,,,not_needed,used_existing_website,https://www.camaravalencia.com/
org_anysolution_s_l_spain_anysolution_eu_79c10666,AnySolution S.L.,own_site_not_ready,,,,not_needed,used_existing_website,https://www.anysolution.eu/
org_jordan_university_of_science_and_techno_d4800fa0,جامعة العلوم والتكنولوجيا الأردنية Jordan University of Science and Technology,own_site_not_ready,,,,not_needed,used_existing_website,https://www.just.edu.jo/Pages/Default.aspx
org_institut_europeu_de_la_mediterr_nia_spai_0ef280dd,Institut Europeu de la Mediterrània,own_site_not_ready,,,,not_needed,used_existing_website,https://www.iemed.org/
org_ag_ncia_de_residus_de_catalunya_spain_me_b92c1e5f,Agència de Residus de Catalunya,own_site_not_ready,,,,not_needed,used_existing_website,https://www.medwaves-centre.org/
org_confartigianato_imprese_sud_sardegna_ita_4a5b574c,Confartigianato Imprese Sud Sardegna,own_site_not_ready,,,,not_needed,used_existing_website,https://confartigianato.cagliari.it/
org_enea_agenzia_nazionale_per_le_nuove_tecn_71fa3cbd,"ENEA Agenzia nazionale per le nuove tecnologie, l'energia e lo sviluppo economico sostenibile",discovery,,,,not_attempted,no_viable_query,
org_association_internationale_des_for_ts_m_b2da5258,Association Internationale des Forêts Méditerranéennes,own_site_not_ready,,,,not_needed,used_existing_website,https://aifm.org/en/home/
org_fakultet_strojarstva_i_brodogradnje_sveu_e7198e07,Fakultet strojarstva i brodogradnje Sveučilišta u Zagrebu,own_site_not_ready,,,,not_needed,used_existing_website,https://www.fsb.unizg.hr/index.php?fsbonline
org_privredna_komora_crne_gore_montenegro_871564b0,Privredna komora Crne Gore,discovery,,,,not_attempted,no_viable_query,
org_consell_insular_de_formentera_spain_98bbcd5d,Consell Insular de Formentera,discovery,,,,not_attempted,no_viable_query,
org_ente_di_gestione_dei_sacri_monti_italy_5e083236,ENTE DI GESTIONE DEI SACRI MONTI,discovery,,,,not_attempted,no_viable_query,
org_ayuntamiento_de_murcia_spain_murcia_es_80199df2,Ayuntamiento de Murcia,own_site_not_ready,,,,not_needed,used_existing_website,https://web.murcia.es/
org_legambiente_nazionale_aps_rete_associati_97142e86,Legambiente Nazionale APS - Rete Associativa ETS,own_site_not_ready,,,,not_needed,used_existing_website,https://www.legambiente.it/
org_ag_ncia_catalana_de_turisme_spain_act_ca_6d318cd3,AGÈNCIA CATALANA DE TURISME,discovery,,,,not_attempted,no_viable_query,
org_fondazione_istituto_sui_trasporti_e_la_l_b0d67ea9,Fondazione Istituto sui Trasporti e la Logistica,own_site_not_ready,,,,not_needed,used_existing_website,https://www.fondazioneitl.org/
org_porto_conte_ricerche_srl_italy_portocont_d36c3922,Porto Conte Ricerche srl,own_site_not_ready,,,,not_needed,used_existing_website,https://www.portocontericerche.it/
org_agencia_estatal_consejo_superior_de_inve_335d04e0,Agencia Estatal Consejo Superior de Investigaciones Científicas - Instituto Español de Oceanografia,own_site_not_ready,,,,not_needed,used_existing_website,https://www.csic.es/es
org_fundaci_n_musol_spain_musol_org_c9ec2029,Fundación MUSOL,own_site_not_ready,,,,not_needed,used_existing_website,https://musol.org/
org_fondazione_slow_food_ets_italy_slowfood_f024d536,Fondazione Slow Food ETS,own_site_not_ready,,,,not_needed,used_existing_website,https://www.slowfood.com/
org_eurovertice_s_l_spain_055da782,Eurovertice S.L.,discovery,,,,not_attempted,no_viable_query,
org_otb_europe_portugal_otbeurope_com_71dc7883,OTB Europe,own_site_not_ready,,,,not_needed,used_existing_website,https://otbeurope.com/
org_regione_autonoma_della_sardegna_italy_re_acb2faa2,Regione Autonoma della Sardegna,own_site_not_ready,,,,not_needed,used_existing_website,https://www.regione.sardegna.it/
org_association_of_the_mediterranean_chamber_254ac171,Association of the Mediterranean Chambers of Commerce and Industry,own_site_not_ready,,,,not_needed,used_existing_website,https://www.ascame.org/
org_regione_di_lazio_italy_visitlazio_com_4bf01a68,Regione di Lazio,own_site_not_ready,,,,not_needed,used_existing_website,https://www.visitlazio.com/
org_diputaci_n_provincial_de_teruel_spain_dp_1d0a3a76,Diputación Provincial de Teruel,own_site_not_ready,,,,not_needed,used_existing_website,https://www.dpteruel.es/DPTweb/
org_ministria_e_turizmit_dhe_mjedisit_albani_0cd69f6e,Ministria e Turizmit dhe Mjedisit,discovery,,,,not_attempted,no_viable_query,
org_greece_afs_edu_gr_726dbc54,Αμερικάνικη Γεωργική Σχολή,own_site_not_ready,,,,not_needed,used_existing_website,https://afs.edu.gr/
org_o_north_macedonia_strumica_gov_mk_0303261c,Oпштина Струмица,own_site_not_ready,,,,not_needed,used_existing_website,https://strumica.gov.mk/
org_greece_thessaly_gov_gr_256409a1,ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,discovery,,,,not_attempted,no_viable_query,
org_lebanon_ccib_org_lb_33259aaa,غرفة التجارة والصناعة والزراعة في بيروت وجبل لبنان,own_site_not_ready,,,,not_needed,used_existing_website,https://www.ccib.org.lb/
org_greece_crete_gov_gr_9e12461d,ΠΕΡΙΦΕΡΕΙΑ ΚΡΗΤΗΣ,own_site_not_ready,,,,not_needed,used_existing_website,https://www.crete.gov.gr/
org_greece_en_uoa_gr_b837f2da,Εθνικό Καποδιστριακό Πανεπιστήμιο Αθηνών,own_site_not_ready,,,,not_needed,used_existing_website,https://en.uoa.gr/
org_asociaci_n_espa_ola_para_la_internaciona_803d9022,ASOCIACIÓN ESPAÑOLA PARA LA INTERNACIONALIZACIÓN Y LA INNOVACIÓN DE LAS EMPRESAS SOLARES,own_site_not_ready,,,,not_needed,used_existing_website,https://www.solartys.org/es/
org_bulgaria_sandanski_bg_83a766e4,Община Сандански,own_site_not_ready,,,,not_needed,used_existing_website,https://sandanski.bg/
org_egypt_have_adream_com_f1a6aabf,هاف ادريم,own_site_not_ready,,,,not_needed,used_existing_website,https://Have-adream.com/
org_greece_anatoliki_gr_08f4b846,"Αναπτυξιακός Οργανισμός Τοπικής Αυτοδιοίκησης, Ανατολικη Α.Ε",own_site_not_ready,,,,not_needed,used_existing_website,https://anatoliki.gr/
org_t_c_evre_ehircilik_ve_i_klim_de_i_ikli_i_7f222195,"T.C. Çevre, Şehircilik ve İklim Değişikliği Bakanlığı / Yapı İşleri Genel Müdürlüğü",discovery,,,,not_attempted,no_viable_query,
org_lebanon_lcec_org_lb_2ca5be23,المركز اللبناني لحفظ الطاقة,own_site_not_ready,,,,not_needed,used_existing_website,https://www.lcec.org.lb/
org_jordan_specto_co_889f5098,مهارات لقيادة الحاسوب,own_site_not_ready,,,,not_needed,used_existing_website,https://www.specto.co/
org_tarsus_ticaret_borsas_turkey_tarsustb_or_28e95347,Tarsus Ticaret Borsası,own_site_not_ready,,,,not_needed,used_existing_website,https://www.tarsustb.org.tr/
org_greece_crete_gov_gr_b58c959c,Περιφέρεια Κρήτης,own_site_not_ready,,,,not_needed,used_existing_website,https://www.crete.gov.gr/
org_ayuntamiento_de_matar_spain_mataro_cat_b05a1129,Ayuntamiento de Mataró,own_site_not_ready,,,,not_needed,used_existing_website,https://www.mataro.cat/
org_jordan_rss_jo_fd3294a2,الجمعية العلمية الملكية,own_site_not_ready,,,,not_needed,used_existing_website,https://www.rss.jo/Default/En
org_bulgaria_razlog_bg_4acffc8b,Община Разлог,own_site_not_ready,,,,not_needed,used_existing_website,https://razlog.bg/wps/portal/municipality-razlog/home/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8ziAwLcHT3cLQwMAkICzQwCA8zNA9yCDY3cHQ31wwkpiAJKG-AAjgZA_VFgJXATPFxCHIEmBBkGBHuZGZj4G0IV4DGjIDfCINNRUREAFqcd0w!!/dz/d5/L2dBISEvZ0FBIS9nQSEh/
org_jordan_just_edu_jo_3b5dea5b,جامعة العلوم والتكنولوجيا الأردنية,own_site_not_ready,,,,not_needed,used_existing_website,https://www.just.edu.jo/Pages/Default.aspx
org_lebanon_instagram_com_a2a8c436,شركة الحرية الدولية ش.م.م,own_site_not_ready,,,,not_needed,used_existing_website,https://www.instagram.com/
org_cyprus_aradippou_org_cy_a92ed47d,Δήμος Αραδίππου,own_site_not_ready,,,,not_needed,used_existing_website,https://aradippou.org.cy/
org_stratigon_finance_greece_stratigon_gr_d284d181,Stratigon Finance Ιδιωτική Κεφαλαιουχική Εταιρία,own_site_not_ready,,,,not_needed,used_existing_website,https://stratigon.gr/
org_ministeru_g_all_agrikoltura_sajd_u_dritt_da517eea,"Ministeru għall-Agrikoltura, Sajd u Drittijiet għall-Annimali",discovery,,,,not_attempted,no_viable_query,
org_egypt_ceeba_org_fd9d77fe,اتحاد منظمات الأعمال المصرية الأوروبية,own_site_not_ready,,,,not_needed,used_existing_website,https://ceeba.org/
org_anakkale_teknopark_teknoloji_geli_tirme_9b8e75b6,Çanakkale Teknopark Teknoloji Geliştirme Bölgesi A.Ş.,own_site_not_ready,,,,not_needed,used_existing_website,https://www.canakkaleteknopark.com.tr/
org_jordan_aqaba_com_71c9d7e0,سلطة منطقة العقبة الاقتصادية الخاصة,own_site_not_ready,,,,not_needed,used_existing_website,https://wn.com/Aqaba?from=aqaba.com
org_kaleseramik_anakkale_kalebodur_seramik_s_4634a4e0,"Kaleseramik, Çanakkale Kalebodur Seramik San. A.Ş.",own_site_not_ready,,,,not_needed,used_existing_website,https://www.kale.com.tr/
org_cyprus_sustainable_tourism_initiative_cy_d64a9f0f,Cyprus Sustainable Tourism Initiative,own_site_not_ready,,,,not_needed,used_existing_website,https://csti-cyprus.org/
org_greece_pilea_hortiatis_gr_a1d5e787,ΔΗΜΟΣ ΠΥΛΑΙΑΣ-ΧΟΡΤΙΑΤΗ,own_site_not_ready,,,,not_needed,used_existing_website,https://pilea-hortiatis.gr/
org_lebanon_aub_edu_lb_d9d8fed7,الجامعة الأميركية في بيروت,own_site_not_ready,,,,not_needed,used_existing_website,https://www.aub.edu.lb/
org_actionaid_greece_actionaid_gr_32bf959e,ACTIONAID ΕΛΛΑΣ ΑΣΤΙΚΗ ΜΕ ΚΕΡΔΟΣΚΟΠΙΚΗ ΕΤΑΙΡΕΙΑ,own_site_not_ready,,,,not_needed,used_existing_website,https://actionaid.gr/
org_cyprus_atlantis_consulting_eu_802872b0,ΑΤΛΑΝΤΙΣ ΠΕΡΙΒΑΛΛΟΝ ΚΑΙ ΚΑΙΝΟΤΟΜΙΑ ΛΤΔ,own_site_not_ready,,,,not_needed,used_existing_website,https://atlantis-consulting.eu/en/main-page/
org_tunisia_cawtar_org_77a507f2,مركز المرأة العربية للتدريب و البحوث,own_site_not_ready,,,,not_needed,used_existing_website,https://cawtar.org/en
org_palestine_leadersinternational_org_18c47703,مؤسسة قيادات,own_site_not_ready,,,,not_needed,used_existing_website,https://leadersinternational.org/
org_jordan_edama_jo_49bae8a0,ةئيبلاو ەا􁘭ملاو ةقاطلل ةمادا ة􁘭عمج,own_site_not_ready,,,,not_needed,used_existing_website,https://edama.jo/
org_egypt_1e02a0b9,أكاديمية البحث العلمي والتكنولوجيا,discovery,,,,not_attempted,no_viable_query,
org_i_zmir_valili_i_turkey_4fe054e7,İzmir Valiliği,discovery,,,,not_attempted,no_viable_query,
org_lebanon_lses_lb_org_4cfc979f,الجمعية اللبنانية للطاقة الشمسية,discovery,,,,not_attempted,no_viable_query,
org_fabricaid_sal_lebanon_40f2bbab,FabricAID SAL,discovery,,,,not_attempted,no_viable_query,
org_greece_rc_uoi_gr_a2c9c8d0,Πανεπιστήμιο Ιωαννίνων - Επιτροπή Ερευνών,own_site_not_ready,,,,not_needed,used_existing_website,https://www.rc.uoi.gr/
org_jordan_youth_innovation_forum_jordan_jyi_686bdbcc,Jordan Youth Innovation Forumالملتقى الأردني للإبداع الشبابي,own_site_not_ready,,,,not_needed,used_existing_website,https://www.jyif.org/
org_greece_certh_gr_c836bbb0,ΕΘΝΙΚΟ ΚΕΝΤΡΟ ΕΡΕΥΝΑΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΚΗΣ ΑΝΑΠΤΥΞΗΣ,own_site_not_ready,,,,not_needed,used_existing_website,https://www.certh.gr/
org_center_for_social_innovation_cyprus_csic_cc44ce47,Center for Social Innovation,own_site_not_ready,,,,not_needed,used_existing_website,https://csicy.com/
org_kinno_innovation_intermediaries_greece_k_a93d9034,KiNNO INNOVATION INTERMEDIARIES ΜΟΝΟΠΡΟΣΩΠΗ Ε.Π.Ε.,own_site_not_ready,,,,not_needed,used_existing_website,https://kinno.eu/
org_egypt_sekem_com_a41239df,جمعية سيكم للتنمية,own_site_not_ready,,,,not_needed,used_existing_website,https://sekem.com/en/home/
org_egypt_exactbusiness_com_fcdfc19d,اجزاكت بيزنيس,own_site_not_ready,,,,not_needed,used_existing_website,https://www.exactbusiness.com/
org_cyprus_39bc710a,Κυπριακό Ινστιτούτο για τη Θάλασσα και τη Ναυτιλία,discovery,,,,not_attempted,no_viable_query,
org_egypt_egyptianclothingbank_org_846aabfb,بنك الكساء المصرى,own_site_not_ready,,,,not_needed,used_existing_website,https://egyptianclothingbank.org/ar
org_agence_du_tourisme_de_la_corse_france_vi_eacf1483,Agence du Tourisme de la Corse,own_site_not_ready,,,,not_needed,used_existing_website,https://www.visit-corsica.com/fr/
org_aix_marseille_universit_france_univ_amu_95a144b0,Aix-Marseille Université,own_site_not_ready,,,,not_needed,used_existing_website,https://www.univ-amu.fr/
org_agencia_de_estrategia_tur_stica_de_las_i_f3695a39,Agencia de Estrategia Turística de las Islas Baleares (AETIB),discovery,,,,not_attempted,no_viable_query,
org_idryma_texnologias_kai_erevnas_greece_fo_12b6944d,Idryma Texnologias kai Erevnas,own_site_not_ready,,,,not_needed,used_existing_website,https://www.forth.gr/en/home/
org_ayuntamiento_de_chiclana_de_la_frontera_c3044520,Ayuntamiento de Chiclana de la Frontera,own_site_not_ready,,,,not_needed,used_existing_website,https://www.chiclana.es/
org_chambre_de_commerce_et_d_industrie_du_va_f0410c95,Chambre de Commerce et d'Industrie du Var,own_site_not_ready,,,,not_needed,used_existing_website,https://www.var.cci.fr/
org_universit_de_corse_pascal_paoli_france_u_85de7117,Université de Corse Pascal-Paoli,own_site_not_ready,,,,not_needed,used_existing_website,https://www.universita.corsica/fr/
org_e_i_ti_m_geri_atri_ekoloji_k_tarim_turi_bd835e3d,"EĞİTİM, GERİATRİ, EKOLOJİK TARIM, TURİZM VAKFI",own_site_not_ready,,,,not_needed,used_existing_website,https://www.eget.org.tr/
org_greece_certh_gr_fbb6c1e2,Εθνικό Κέντρο Έρευνας και Τεχνολογικής Ανάπτυξης,own_site_not_ready,,,,not_needed,used_existing_website,https://www.certh.gr/
org_pi_gen_lik_derne_i_turkey_pigenclikderne_24eaa67f,Pi Gençlik Derneği,own_site_not_ready,,,,not_needed,used_existing_website,https://www.pigenclikdernegi.org/tr/ana-sayfa/
org_greece_yce_gr_91d13550,ΑΜΚΕ ΚΕΝΤΡΟ ΝΕΩΝ ΗΠΕΙΡΟΥ,own_site_not_ready,,,,not_needed,used_existing_website,https://www.yce.gr/
org_greece_en_uoa_gr_f1bae560,Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών,own_site_not_ready,,,,not_needed,used_existing_website,https://en.uoa.gr/
org_institut_ru_er_bo_kovi_croatia_irb_hr_be59c0cd,Institut Ruđer Bošković,own_site_not_ready,,,,not_needed,used_existing_website,https://www.irb.hr/
org_politistiki_kinisi_lemesou_epilogi_cypru_8fcf1810,Politistiki Kinisi Lemesou Epilogi,own_site_not_ready,,,,not_needed,used_existing_website,https://www.epilogi.org/
org_lebanon_rmf_org_lb_e9359432,مؤسسة رينه معوض,own_site_not_ready,,,,not_needed,used_existing_website,https://linktr.ee/ReneMoawadFoundation?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnTJOE2tba5GMCEjDrzSsIDl4a3Fc9tc4SjcYd4siFLLCEJBD3biSA4hSXH94_aem_iArUJ5u6rluVAydgPXqLsw
org_jordan_wadi_jordan_org_f5a31d2e,جمعية وادي لتنمية النظم البيئية المستدامة,own_site_not_ready,,,,not_needed,used_existing_website,https://wadi-jordan.org/
org_lebanon_lri_lb_org_94b5354a,جمعية التحريج في لبنان,own_site_not_ready,,,,not_needed,used_existing_website,https://www.lri-lb.org/
org_algeria_asal_dz_b46ed3b3,الوكـالة الفضـائية الجـزائرية,own_site_not_ready,,,,not_needed,used_existing_website,https://asal.dz/
org_r2m_solution_sas_france_r2msolution_com_246b4fc5,R2M Solution SAS,own_site_not_ready,,,,not_needed,used_existing_website,https://www.r2msolution.com/it/
org_lebanon_facebook_com_360ff1e7,الرابطة الوطنية للثقافة والتنمية,discovery,,,,not_attempted,no_viable_query,
org_lebanon_pdalebanon_org_0864eed5,جمعية التصميم والتنمية - الفرج,own_site_not_ready,,,,not_needed,used_existing_website,https://pdalebanon.org/
org_greece_hcmr_gr_0fe13449,ΕΛΛΗΝΙΚΟ ΚΕΝΤΡΟ ΘΑΛΑΣΣΙΩΝ ΕΡΕΥΝΩΝ (ΕΛ.ΚΕ.Θ.Ε.),own_site_not_ready,,,,not_needed,used_existing_website,https://www.hcmr.gr/en/
org_comune_di_genova_italy_smart_comune_geno_ff37bf22,Comune di Genova,own_site_not_ready,,,,not_needed,used_existing_website,https://smart.comune.genova.it/
org_greece_hcmr_gr_49437d4b,Ελληνικό Κέντρο Θαλασσίων Ερευνών,own_site_not_ready,,,,not_needed,used_existing_website,https://www.hcmr.gr/en/
org_ett_s_p_a_italy_ettsolutions_com_ea6b1533,ETT S.P.A.,own_site_not_ready,,,,not_needed,used_existing_website,https://ettsolutions.com/
org_provincia_di_livorno_italy_provincia_liv_5bff57f7,Provincia di Livorno,own_site_not_ready,,,,not_needed,used_existing_website,https://www.provincia.livorno.it/
org_cyprus_a2a3fae4,Πανεπιστήμιο Κύπρου,discovery,,,,not_attempted,no_viable_query,
org_uicn_union_internationale_pour_la_conser_7ea89df7,UICN - UNION INTERNATIONALE POUR LA CONSERVATION DE LA NATURE ET DE SES RESSOURCES,discovery,,,,not_attempted,no_viable_query,
org_institut_national_des_sciences_et_techno_287a91b6,Institut National des Sciences et Technologies de la Mer,own_site_not_ready,,,,not_needed,used_existing_website,https://www.instm.agrinet.tn/
org_eco_union_spain_ecounion_eu_4ff09a5a,Eco-Union,own_site_not_ready,,,,not_needed,used_existing_website,https://www.ecounion.eu/
org_fondazione_messina_italy_fdcmessina_org_b32d6162,Fondazione MeSSInA,own_site_not_ready,,,,not_needed,used_existing_website,https://fdcmessina.org/
org_fundaci_ent_spain_fundacioent_cat_e596b58f,Fundació ENT,own_site_not_ready,,,,not_needed,used_existing_website,https://ent.cat/
org_greece_noa_gr_55514a1b,Εθνικό Αστεροσκοπείο Αθηνών,own_site_not_ready,,,,not_needed,used_existing_website,https://www.noa.gr/
