organization_id,organization_name,recovery_lane,recovery_stage,target_url,target_status,emails_found_raw,selected_email,contact_quality_tier,ready_reason,notes
org_sapienza_university_of_rome_italy_unirom_13ec2610,Sapienza University of Rome,own_site,internal_contact_page,https://www.uniroma1.it/en/pagina-strutturale/contact-us#main,ok,,,,,
org_sapienza_university_of_rome_italy_unirom_13ec2610,Sapienza University of Rome,own_site,internal_contact_page,https://www.uniroma1.it/en/pagina-strutturale/staff,ok,,,,,
org_sapienza_university_of_rome_italy_unirom_13ec2610,Sapienza University of Rome,own_site,internal_contact_page,https://www.uniroma1.it/en/pagina/about-us#main,ok,,,,,
org_sapienza_university_of_rome_italy_unirom_13ec2610,Sapienza University of Rome,own_site,internal_contact_page,https://www.uniroma1.it/en/pagina-strutturale/staff#main,ok,,,,,
org_sapienza_university_of_rome_italy_unirom_13ec2610,Sapienza University of Rome,own_site,internal_contact_page,https://www.uniroma1.it/en/pagina/staff-attendance-register-italian,ok,,,,,
org_sapienza_university_of_rome_italy_unirom_13ec2610,Sapienza University of Rome,own_site,internal_contact_page,https://www.uniroma1.it/en/pagina/service-support-management,ok,leonardo.valeri@uniroma1.it,,,,
org_sapienza_university_of_rome_italy_unirom_13ec2610,Sapienza University of Rome,own_site,internal_contact_page,https://www.uniroma1.it/en/pagina/governance,ok,,,,,
org_sapienza_university_of_rome_italy_unirom_13ec2610,Sapienza University of Rome,own_site,internal_contact_page,https://www.uniroma1.it/en/pagina/contact-persons-geographical-area,ok,,,,,
org_sapienza_university_of_rome_italy_unirom_13ec2610,Sapienza University of Rome,own_site,internal_contact_page,https://www.uniroma1.it/en/pagina/contact-persons-geographical-area#main,ok,,,,,
org_greece_kmop_org_cd8c0111,ΚΕΝΤΡΟ ΜΕΡΙΜΝΑΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΑΙ ΠΑΙΔΙΟΥ,own_site,homepage,https://www.kmop.gr/,ok,,,,,
org_greece_kmop_org_cd8c0111,ΚΕΝΤΡΟ ΜΕΡΙΜΝΑΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΑΙ ΠΑΙΔΙΟΥ,own_site,baseline_contact_url,https://www.kmop.gr/,ok,,,,,
org_greece_kmop_org_cd8c0111,ΚΕΝΤΡΟ ΜΕΡΙΜΝΑΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΑΙ ΠΑΙΔΙΟΥ,own_site,internal_contact_page,https://www.kmop.gr/about-us/,ok,,,,,
org_greece_kmop_org_cd8c0111,ΚΕΝΤΡΟ ΜΕΡΙΜΝΑΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΑΙ ΠΑΙΔΙΟΥ,own_site,internal_contact_page,https://www.kmop.gr/privacy-policy/,ok,,,,,
org_greece_kmop_org_cd8c0111,ΚΕΝΤΡΟ ΜΕΡΙΜΝΑΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΑΙ ΠΑΙΔΙΟΥ,own_site,internal_contact_page,https://www.kmop.gr/about-us/#content,ok,,,,,
org_greece_kmop_org_cd8c0111,ΚΕΝΤΡΟ ΜΕΡΙΜΝΑΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΑΙ ΠΑΙΔΙΟΥ,own_site,internal_contact_page,https://www.kmop.gr/el/privacy-policy/,ok,,,,,
org_greece_kmop_org_cd8c0111,ΚΕΝΤΡΟ ΜΕΡΙΜΝΑΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΑΙ ΠΑΙΔΙΟΥ,own_site,internal_contact_page,https://www.kmop.gr/about-us/#elementor-action%3Aaction%3Dpopup%3Aopen%26settings%3DeyJpZCI6IjU5OTEiLCJ0b2dnbGUiOmZhbHNlfQ%3D%3D,ok,,,,,
org_greece_kmop_org_cd8c0111,ΚΕΝΤΡΟ ΜΕΡΙΜΝΑΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΑΙ ΠΑΙΔΙΟΥ,own_site,internal_contact_page,https://www.kmop.gr/el/about-us/,ok,,,,,
org_greece_kmop_org_cd8c0111,ΚΕΝΤΡΟ ΜΕΡΙΜΝΑΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΑΙ ΠΑΙΔΙΟΥ,own_site,internal_contact_page,https://www.kmop.gr/el/privacy-policy/#content,ok,,,,,
org_greece_kmop_org_cd8c0111,ΚΕΝΤΡΟ ΜΕΡΙΜΝΑΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΑΙ ΠΑΙΔΙΟΥ,own_site,internal_contact_page,https://www.kmop.gr/el/about-us/#content,ok,,,,,
org_greece_kmop_org_cd8c0111,ΚΕΝΤΡΟ ΜΕΡΙΜΝΑΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΑΙ ΠΑΙΔΙΟΥ,own_site,internal_contact_page,https://www.kmop.gr/el/privacy-policy/#elementor-action%3Aaction%3Dpopup%3Aopen%26settings%3DeyJpZCI6IjU5OTEiLCJ0b2dnbGUiOmZhbHNlfQ%3D%3D,ok,,,,,
org_greece_kmop_org_cd8c0111,ΚΕΝΤΡΟ ΜΕΡΙΜΝΑΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΑΙ ΠΑΙΔΙΟΥ,own_site,internal_contact_page,https://www.kmop.gr/el/about-us/#elementor-action%3Aaction%3Dpopup%3Aopen%26settings%3DeyJpZCI6IjU5OTEiLCJ0b2dnbGUiOmZhbHNlfQ%3D%3D,ok,,,,,
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site,homepage,https://www.najah.edu/en/,ok,,,,,
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site,baseline_contact_url,https://www.najah.edu/en/,ok,,,,,
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site,internal_contact_page,https://www.najah.edu/en/about/governance/contact-us/,ok,,,,,
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site,internal_contact_page,https://www.najah.edu/en/,ok,,,,,
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site,internal_contact_page,https://www.najah.edu/en/about/vision-and-mission/,ok,,,,,
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site,internal_contact_page,https://www.najah.edu/ar/about/governance/contact-us/,ok,,,,,
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site,internal_contact_page,https://www.najah.edu/ar/about/vision-and-mission/,ok,,,,,
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site,internal_contact_page,https://www.najah.edu/ar/about/governance/contact-us/#collapse--527968,ok,,,,,
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site,internal_contact_page,https://www.najah.edu/ar/about/governance/contact-us/#collapse--527971,ok,,,,,
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site,internal_contact_page,https://www.najah.edu/ar/about/web-directory/,ok,,,,,
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site,internal_contact_page,https://www.najah.edu/ar/about/vision-and-mission/,ok,,,,,
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site,internal_contact_page,https://www.najah.edu/ar/about/governance/contact-us/#collapse--527973,ok,,,,,
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site,internal_contact_page,https://www.najah.edu/ar/about/web-directory/#collapse--476162,ok,,,,,
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site,internal_contact_page,https://www.najah.edu/ar/about/achiever/,ok,,,,,
org_palestine_najah_edu_7a827e7f,جامعة النجاح الوطنية,own_site,internal_contact_page,https://www.najah.edu/ar/about/web-directory/#collapse--476237,ok,,,,,
org_universit_iuav_di_venezia_italy_iuav_it_58bbf262,Università Iuav di Venezia,own_site,homepage,https://www.iuav.it/it,ok,,,,,
org_universit_iuav_di_venezia_italy_iuav_it_58bbf262,Università Iuav di Venezia,own_site,baseline_contact_url,https://www.iuav.it/it,ok,,,,,
org_universit_iuav_di_venezia_italy_iuav_it_58bbf262,Università Iuav di Venezia,own_site,internal_contact_page,https://www.iuav.it/it/rubrica-persone,ok,,,,,
org_universit_iuav_di_venezia_italy_iuav_it_58bbf262,Università Iuav di Venezia,own_site,internal_contact_page,https://www.iuav.it/it/chi-siamo/piani-programmazione-e-strategie,ok,rettore@iuav.it|rettorato@iuav.it|direttore.generale@iuav.it,,,,
org_universit_iuav_di_venezia_italy_iuav_it_58bbf262,Università Iuav di Venezia,own_site,internal_contact_page,https://www.iuav.it/it/privacy,ok,privacy@iuav.it|ufficio.protocollo@pec.iuav.it|dpo@iuav.it|dpo@pec.iuav.it,,,,
org_universit_iuav_di_venezia_italy_iuav_it_58bbf262,Università Iuav di Venezia,own_site,internal_contact_page,https://www.iuav.it/it/ateneo/chi-siamo,ok,rettore@iuav.it|rettorato@iuav.it,,,,
org_universit_iuav_di_venezia_italy_iuav_it_58bbf262,Università Iuav di Venezia,own_site,internal_contact_page,https://www.iuav.it/it/privacy/data-breach,ok,,,,,
org_universit_iuav_di_venezia_italy_iuav_it_58bbf262,Università Iuav di Venezia,own_site,internal_contact_page,https://www.iuav.it/it/chi-siamo/immagine-coordinata-di-ateneo,ok,,,,,
org_universit_iuav_di_venezia_italy_iuav_it_58bbf262,Università Iuav di Venezia,own_site,internal_contact_page,https://www.iuav.it/it/chi-siamo/iuav-alumni,ok,alumni@iuavalumni.it|academics.abroad@iuav.it,,,,
org_universit_iuav_di_venezia_italy_iuav_it_58bbf262,Università Iuav di Venezia,own_site,internal_contact_page,https://www.iuav.it/it/chi-siamo/la-nostra-storia,ok,,,,,
org_universit_iuav_di_venezia_italy_iuav_it_58bbf262,Università Iuav di Venezia,own_site,internal_contact_page,https://www.iuav.it/privacy1/,http_error_404,,,,,HTTP Error 404: Not Found
org_universit_iuav_di_venezia_italy_iuav_it_58bbf262,Università Iuav di Venezia,own_site,internal_contact_page,https://www.iuav.it/it/chi-siamo/<nolink>,http_error_404,,,,,HTTP Error 404: Not Found
org_consiglio_nazionale_delle_ricerche_italy_8289f8f7,Consiglio Nazionale delle Ricerche,own_site,homepage,https://www.cnr.it/,error,,,,,URLError: <urlopen error [SSL: DH_KEY_TOO_SMALL] dh key too small (_ssl.c:1000)>
org_pk_rs_podru_na_privredna_komora_banja_lu_c1ea9bb7,PK RS – Područna privredna komora Banja Luka,own_site,homepage,https://www.bl.komorars.ba/,ok,,,,,
org_pk_rs_podru_na_privredna_komora_banja_lu_c1ea9bb7,PK RS – Područna privredna komora Banja Luka,own_site,baseline_contact_url,https://www.bl.komorars.ba/,ok,,,,,
org_regione_del_veneto_italy_regione_veneto_b6bdd544,REGIONE DEL VENETO,own_site,homepage,https://www.regione.veneto.it/,ok,,,,,
org_regione_del_veneto_italy_regione_veneto_b6bdd544,REGIONE DEL VENETO,own_site,baseline_contact_url,https://www.regione.veneto.it/,ok,,,,,
org_regione_del_veneto_italy_regione_veneto_b6bdd544,REGIONE DEL VENETO,own_site,internal_contact_page,https://www.regione.veneto.it/web/guest/note-legali,ok,,,,,
org_regione_del_veneto_italy_regione_veneto_b6bdd544,REGIONE DEL VENETO,own_site,internal_contact_page,https://www.regione.veneto.it/web/guest/privacy,ok,dpo@regione.veneto.it|dpo@pec.regione.veneto.it,,,,
org_regione_del_veneto_italy_regione_veneto_b6bdd544,REGIONE DEL VENETO,own_site,internal_contact_page,https://www.regione.veneto.it/note-legali,ok,,,,,
org_regione_del_veneto_italy_regione_veneto_b6bdd544,REGIONE DEL VENETO,own_site,internal_contact_page,https://www.regione.veneto.it/privacy,ok,dpo@regione.veneto.it|dpo@pec.regione.veneto.it,,,,
org_regione_del_veneto_italy_regione_veneto_b6bdd544,REGIONE DEL VENETO,own_site,internal_contact_page,https://www.regione.veneto.it/note-legali#content,ok,,,,,
org_regione_del_veneto_italy_regione_veneto_b6bdd544,REGIONE DEL VENETO,own_site,internal_contact_page,https://www.regione.veneto.it/home,ok,,,,,
org_regione_del_veneto_italy_regione_veneto_b6bdd544,REGIONE DEL VENETO,own_site,internal_contact_page,https://www.regione.veneto.it/privacy#content,ok,dpo@regione.veneto.it|dpo@pec.regione.veneto.it,,,,
org_regione_del_veneto_italy_regione_veneto_b6bdd544,REGIONE DEL VENETO,own_site,internal_contact_page,https://www.regione.veneto.it/home,ok,,,,,
org_fundaci_n_corporaci_n_tecnol_gica_de_and_e09a517d,Fundación Corporación Tecnológica De Andalucía,own_site,homepage,https://www.corporaciontecnologica.com/,ok,,,,,
org_fundaci_n_corporaci_n_tecnol_gica_de_and_e09a517d,Fundación Corporación Tecnológica De Andalucía,own_site,baseline_contact_url,https://www.corporaciontecnologica.com/,ok,,,,,
org_fundaci_n_corporaci_n_tecnol_gica_de_and_e09a517d,Fundación Corporación Tecnológica De Andalucía,own_site,internal_contact_page,https://www.corporaciontecnologica.com/contacto/,ok,cta@corporaciontecnologica.com,,,,
org_fundaci_n_corporaci_n_tecnol_gica_de_and_e09a517d,Fundación Corporación Tecnológica De Andalucía,own_site,internal_contact_page,https://www.corporaciontecnologica.com/aviso-legal/,ok,cta@corporaciontecnologica.com,,,,
org_fundaci_n_corporaci_n_tecnol_gica_de_and_e09a517d,Fundación Corporación Tecnológica De Andalucía,own_site,internal_contact_page,https://www.corporaciontecnologica.com/contacto/#content,ok,cta@corporaciontecnologica.com,,,,
org_fundaci_n_corporaci_n_tecnol_gica_de_and_e09a517d,Fundación Corporación Tecnológica De Andalucía,own_site,internal_contact_page,https://www.corporaciontecnologica.com/aviso-legal/#content,ok,cta@corporaciontecnologica.com,,,,
org_fundaci_n_corporaci_n_tecnol_gica_de_and_e09a517d,Fundación Corporación Tecnológica De Andalucía,own_site,internal_contact_page,https://www.corporaciontecnologica.com/contacto/#elementor-action%3Aaction%3Dpopup%3Aclose%26settings%3DeyJkb19ub3Rfc2hvd19hZ2FpbiI6IiJ9,ok,cta@corporaciontecnologica.com,,,,
org_fundaci_n_corporaci_n_tecnol_gica_de_and_e09a517d,Fundación Corporación Tecnológica De Andalucía,own_site,internal_contact_page,https://www.corporaciontecnologica.com/contacto/#elementor-action%3Aaction%3Dpopup%3Aopen%26settings%3DeyJpZCI6MjM0LCJ0b2dnbGUiOmZhbHNlfQ%3D%3D,ok,cta@corporaciontecnologica.com,,,,
org_fundaci_n_corporaci_n_tecnol_gica_de_and_e09a517d,Fundación Corporación Tecnológica De Andalucía,own_site,internal_contact_page,https://www.corporaciontecnologica.com/aviso-legal/#elementor-action%3Aaction%3Dpopup%3Aclose%26settings%3DeyJkb19ub3Rfc2hvd19hZ2FpbiI6IiJ9,ok,cta@corporaciontecnologica.com,,,,
org_universit_degli_studi_di_ferrara_italy_u_178d5628,Università degli Studi di Ferrara,own_site,homepage,https://www.unife.it/it,ok,,,,,
org_universit_degli_studi_di_ferrara_italy_u_178d5628,Università degli Studi di Ferrara,own_site,baseline_contact_url,https://www.unife.it/it,ok,,,,,
org_universit_degli_studi_di_ferrara_italy_u_178d5628,Università degli Studi di Ferrara,own_site,internal_contact_page,https://www.unife.it/it/contatti,ok,,,,,
org_universit_degli_studi_di_ferrara_italy_u_178d5628,Università degli Studi di Ferrara,own_site,internal_contact_page,https://www.unife.it/it/contatti,ok,,,,,
org_universit_degli_studi_di_ferrara_italy_u_178d5628,Università degli Studi di Ferrara,own_site,internal_contact_page,https://www.unife.it/it/ateneo/protezione-dati-personali,ok,privacy@unife.it|ateneo@pec.unife.it|dpo-team@lepida.it|segreteria@pec.lepida.it,,,,
org_universit_degli_studi_di_ferrara_italy_u_178d5628,Università degli Studi di Ferrara,own_site,internal_contact_page,https://www.unife.it/it/studiare/studiare/contatti_segreterie,ok,,,,,
org_universit_degli_studi_di_ferrara_italy_u_178d5628,Università degli Studi di Ferrara,own_site,internal_contact_page,https://www.unife.it/it/note-legali,ok,portale@unife.it|trasparenza@unife.it|avvisi@unife.it,,,,
org_universit_degli_studi_di_ferrara_italy_u_178d5628,Università degli Studi di Ferrara,own_site,internal_contact_page,https://www.unife.it/it/iscriviti/contatti-immatricolazioni,ok,,,,,
org_universit_degli_studi_di_ferrara_italy_u_178d5628,Università degli Studi di Ferrara,own_site,internal_contact_page,https://www.unife.it/login?came_from=https://www.unife.it/it/iscriviti/contatti-immatricolazioni/immatricolazioni/tiles_view,ok,,,,,
org_regione_liguria_italy_regione_liguria_it_4b98f733,Regione Liguria,own_site,homepage,https://www.regione.liguria.it/,ok,,,,,
org_regione_liguria_italy_regione_liguria_it_4b98f733,Regione Liguria,own_site,internal_contact_page,https://www.regione.liguria.it/contatti.html,ok,,,,,
org_regione_liguria_italy_regione_liguria_it_4b98f733,Regione Liguria,own_site,internal_contact_page,https://www.regione.liguria.it/note-legali.html,ok,,,,,
