company_name,source_lane,source_name,source_url,query_cluster,geography,contact_channel_type,email_or_channel,website_url,services,icp_signals,source_quality_score,contactability_score,dedupe_key,source_query,source_rank,contact_page_url,company_phone,postal_address,role_hint,icp_score,evidence_snippet,scrapling_fetcher,extracted_at_utc,notes
Contacto,google_basic,google_basic_live_serp,https://sede.gobiernodecanarias.org/tributos/jsf/publico/sede/utilidades_web/contacto.jsp,gb_core_contact,multiple|canarias,email,consultas.atc@gobiernodecanarias.org,https://sede.gobiernodecanarias.org,"laboral, renta, subvenciones","direct_email, contact_page",94,85,contacto|multiple-canarias|email|consultas-atc-gobiernodecanarias-org,"""gestoria"" ""Gran Canaria"" inurl:contacto",3,https://sede.gobiernodecanarias.org/tributos/jsf/publico/sede/utilidades_web/contacto.jsp,Unknown,Unknown,despacho,20,serp=Unknown | channel=consultas.atc@gobiernodecanarias.org,StealthySession + Fetcher,2026-03-08T00:00:30+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Lafuente Asesores,google_basic,google_basic_live_serp,https://lafuenteasesores.es/asesoria-autonomos-tenerife/,gb_service_pain,santa cruz de tenerife|tenerife,email,contacto@lafuenteasesores.es,https://lafuenteasesores.es,"fiscal, contable, laboral, autonomos, sociedades, renta, subvenciones","direct_email, capital_insular, autonomos, sociedades",94,80,lafuente-asesores|santa-cruz-de-tenerife-tenerife|email|contacto-lafuenteasesores-es,"""asesoria autonomos"" Canarias ""contacto""",4,https://lafuenteasesores.es/contacto/,34822694710,Unknown,despacho,100,serp=Lafuente Asesores (Tenerife) | channel=contacto@lafuenteasesores.es,StealthySession + Fetcher,2026-03-08T00:01:44+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Gómez Asesores,google_basic,google_basic_live_serp,https://gomezasesores.com/,gb_core_contact,santa cruz de tenerife|tenerife,email,administracion@gomezasesores.com,https://gomezasesores.com,"fiscal, contable, laboral, autonomos","direct_email, capital_insular, autonomos",94,80,gomez-asesores|santa-cruz-de-tenerife-tenerife|email|administracion-gomezasesores-com,"""asesoria fiscal contable"" Canarias email",8,https://gomezasesores.com/contactar-con-gomez-asesores/,616374716,Unknown,despacho,100,serp=Gómez Asesores Gómez Asesores https://gomezasesores.com | channel=administracion@gomezasesores.com,StealthySession + Fetcher,2026-03-08T00:01:34+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Gestorías en Santa Cruz De Tenerife,google_basic,google_basic_live_serp,https://www.holded.com/es/asesorias/santa-cruz-de-tenerife,gb_core_contact,santa cruz de tenerife|tenerife,email,hello@holded.com,https://holded.com,"fiscal, contable, laboral, autonomos, pymes, sociedades, igic, renta, mercantil","direct_email, capital_insular, autonomos, pymes, sociedades, igic",94,80,gestorias-en-santa-cruz-de-tenerife|santa-cruz-de-tenerife-tenerife|email|hello-holded-com,"""asesoria contable"" ""Santa Cruz de Tenerife"" ""contacto""",3,Unknown,34930340171,Unknown,despacho,100,serp=Mejores Asesorías y Gestorías en Santa Cruz De Tenerife | Holded holded.com https://www.holded.com | channel=hello@holded.com,StealthySession + Fetcher,2026-03-07T23:59:59+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Ferrera Asesores Y CONSULTORES,google_basic,google_basic_live_serp,https://ferreraasesores.com/,gb_service_pain,santa cruz de tenerife|tenerife,email,info@ferreraasesores.com,https://ferreraasesores.com,"fiscal, contable, laboral, sociedades, mercantil","direct_email, capital_insular, sociedades",94,80,ferrera-asesores-y-consultores|santa-cruz-de-tenerife-tenerife|email|info-ferreraasesores-com,"""sociedades"" ""asesoria fiscal"" Canarias email",5,Unknown,Unknown,Unknown,despacho,100,serp=Unknown | channel=info@ferreraasesores.com,StealthySession + Fetcher,2026-03-08T00:03:12+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Cabrera Rodríguez,google_basic,google_basic_live_serp,https://cabrerarodriguez.com/asesoria-fiscal-contable/,gb_core_contact,las palmas de gran canaria|gran canaria,email,info@cabrerarodriguez.com,https://cabrerarodriguez.com,"fiscal, contable, laboral, sociedades, mercantil","direct_email, capital_insular, sociedades",94,80,cabrera-rodriguez|las-palmas-de-gran-canaria-gran-canaria|email|info-cabrerarodriguez-com,"""asesoria fiscal contable"" Canarias email",2,https://cabrerarodriguez.com/contacto/,922241188,Unknown,despacho,100,serp=Cabrera Rodríguez | channel=info@cabrerarodriguez.com,StealthySession + Fetcher,2026-03-08T00:00:59+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
AXER CAPITAL CONSULTING,google_basic,google_basic_live_serp,https://www.axerconsulting.es/cuanto-cuesta-asesoria-fiscal-madrid/,gb_core_contact,las palmas de gran canaria|gran canaria,email,info@axerconsulting.es,https://axerconsulting.es,"fiscal, contable, laboral, pymes, sociedades","direct_email, capital_insular, pymes, sociedades",94,80,axer-capital-consulting|las-palmas-de-gran-canaria-gran-canaria|email|info-axerconsulting-es,"""asesoria fiscal"" ""Las Palmas de Gran Canaria"" ""contacto""",5,https://www.axerconsulting.es/contacto/,34606048308,Unknown,despacho,100,serp=Unknown | channel=info@axerconsulting.es,StealthySession + Fetcher,2026-03-07T23:59:47+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Asesoría Fiscal y Abogados en Las Palmas de Gran Canaria,google_basic,google_basic_live_serp,https://fiscaltaxcanarias.com/,gb_service_pain,las palmas de gran canaria|gran canaria,email,info@fiscaltaxcanarias.com,https://fiscaltaxcanarias.com,"fiscal, contable, laboral, autonomos, pymes, sociedades, igic, renta, mercantil","direct_email, capital_insular, autonomos, pymes, sociedades, igic",94,80,asesoria-fiscal-y-abogados-en-las-palmas-de-gran-canaria|las-palmas-de-gran-canaria-gran-canaria|email|info-fiscaltaxcanarias-com,"""sociedades"" ""asesoria fiscal"" Canarias email",3,https://fiscaltaxcanarias.com/contactos/,Unknown,Unknown,despacho,100,serp=Unknown | channel=info@fiscaltaxcanarias.com,StealthySession + Fetcher,2026-03-08T00:02:43+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Asesores Tenerife,google_basic,google_basic_live_serp,https://eximasesores.com/contacto/,gb_core_contact,santa cruz de tenerife|tenerife,email,info@eximasesores.com,https://eximasesores.com,"fiscal, contable, laboral, autonomos, pymes, sociedades, igic, renta","direct_email, contact_page, capital_insular, autonomos, pymes, sociedades, igic",94,80,asesores-tenerife|santa-cruz-de-tenerife-tenerife|email|info-eximasesores-com,"""asesoria contable"" ""Santa Cruz de Tenerife"" ""contacto""",5,https://eximasesores.com/contacto/,34689123992,Unknown,despacho,100,serp=CONTACTO Asesores Tenerife https://eximasesores.com › contacto | channel=info@eximasesores.com,StealthySession + Fetcher,2026-03-08T00:00:03+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
ah asesores,google_basic,google_basic_live_serp,https://ahasesores.com/,gb_core_contact,santa cruz de tenerife|tenerife,email,info@ahasesores.com,https://ahasesores.com,"fiscal, contable, laboral, pymes, subvenciones","direct_email, capital_insular, pymes",94,80,ah-asesores|santa-cruz-de-tenerife-tenerife|email|info-ahasesores-com,"""asesoria fiscal contable"" Canarias email",4,https://ahasesores.com/contactanos/,922363145,Unknown,despacho,100,serp=ah asesores | channel=info@ahasesores.com,StealthySession + Fetcher,2026-03-08T00:01:18+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Advixy,google_basic,google_basic_live_serp,https://advixy.com/asesoria-fiscal-tenerife-canarias/,gb_service_pain,santa cruz de tenerife|tenerife,email,info@advixy.com,https://advixy.com,"fiscal, contable, laboral, pymes, sociedades, igic, renta","direct_email, capital_insular, pymes, sociedades, igic",94,80,advixy|santa-cruz-de-tenerife-tenerife|email|info-advixy-com,IGIC asesoria Tenerife contacto,5,https://advixy.com/contacto/,34681063229,Unknown,despacho,100,serp=Unknown | channel=info@advixy.com,StealthySession + Fetcher,2026-03-08T00:02:28+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Adriana de la Nuez,google_basic,google_basic_live_serp,https://www.adrianadelanuez.com/,gb_core_contact,santa cruz de tenerife|tenerife,email,asesoria@adrianadelanuez.com,https://adrianadelanuez.com,"fiscal, contable, laboral, sociedades, igic, renta, mercantil, subvenciones","direct_email, capital_insular, sociedades, igic",94,80,adriana-de-la-nuez|santa-cruz-de-tenerife-tenerife|email|asesoria-adrianadelanuez-com,"""asesoria fiscal contable"" Canarias email",7,https://www.adrianadelanuez.com/solicitud-de-contacto,671367761,Unknown,despacho,100,"serp=Adriana de la Nuez - ASESORÍA FISCAL, CONTABLE Y ... Adriana de la Nuez https://www.adrianadelanuez. | channel=asesoria@adrianadelanuez.com",StealthySession + Fetcher,2026-03-08T00:01:30+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
You Asesoría,google_basic,google_basic_live_serp,https://www.youasesoria.com/ser-autonomo-en-canarias/,gb_service_pain,unknown|tenerife,email,info@youasesoria.com,https://youasesoria.com,"fiscal, contable, laboral, autonomos, pymes, sociedades, renta, mercantil, subvenciones","direct_email, autonomos, pymes, sociedades",94,80,you-asesoria|unknown-tenerife|email|info-youasesoria-com,"""asesoria autonomos"" Canarias ""contacto""",5,https://www.youasesoria.com/contacto/,34604563796,Unknown,despacho,95,serp=Unknown | channel=info@youasesoria.com,StealthySession + Fetcher,2026-03-08T00:01:48+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Contasert,google_basic,google_basic_live_serp,https://contasert.com/,gb_service_pain,santa cruz de tenerife|tenerife,email,info@contasert.com,https://contasert.com,"fiscal, contable, autonomos, sociedades, subvenciones","direct_email, capital_insular, autonomos, sociedades",94,80,contasert|santa-cruz-de-tenerife-tenerife|email|info-contasert-com,"""asesoria autonomos"" Canarias ""contacto""",1,https://contasert.com/contacto/,Unknown,Unknown,despacho,90,serp=Contasert | channel=info@contasert.com,StealthySession + Fetcher,2026-03-08T00:01:36+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Asesoría fiscal y contable en Las Palmas de Gran Canaria,google_basic,google_basic_live_serp,https://www.galvan-martin.com/,gb_core_contact,las palmas de gran canaria|gran canaria,email,asesoria@galvan-martin.com,https://galvan-martin.com,"fiscal, contable, autonomos, sociedades","direct_email, capital_insular, autonomos, sociedades",94,80,asesoria-fiscal-y-contable-en-las-palmas-de-gran-canaria|las-palmas-de-gran-canaria-gran-canaria|email|asesoria-galvan-martin-com,"""asesoria fiscal"" ""Las Palmas de Gran Canaria"" ""contacto""",3,https://www.galvan-martin.com/contacto,628105111,Unknown,despacho,90,serp=Asesoría fiscal y contable en Las Palmas de Gran Canaria galvan-martin.com https://www.galvan-martin | channel=asesoria@galvan-martin.com,StealthySession + Fetcher,2026-03-07T23:59:35+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
TaxGo Canarias,google_basic,google_basic_live_serp,https://taxgocanarias.com/asesoria-autonomos-en-canarias,gb_service_pain,multiple|canarias,email,info@taxgocanarias.com,https://taxgocanarias.com,"fiscal, contable, laboral, autonomos, sociedades, renta, subvenciones","direct_email, autonomos, sociedades",94,80,taxgo-canarias|multiple-canarias|email|info-taxgocanarias-com,"""asesoria autonomos"" Canarias ""contacto""",7,Unknown,Unknown,Unknown,despacho,85,"serp=Asesoría de Autónomos en Canarias | Fiscal, Contable y ... TaxGo Canarias https://taxgocanarias.com  | channel=info@taxgocanarias.com",StealthySession + Fetcher,2026-03-08T00:01:52+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Gestoría en Gran Canaria (Las Palmas),google_basic,google_basic_live_serp,https://www.billeo.es/gestoria-gran-canaria,gb_service_pain,multiple|canarias,email,contacto@billeo.es,https://billeo.es,"fiscal, contable, laboral, autonomos, pymes, sociedades, renta","direct_email, autonomos, pymes, sociedades",94,80,gestoria-en-gran-canaria-las-palmas|multiple-canarias|email|contacto-billeo-es,"""asesoria autonomos"" Canarias ""contacto""",2,https://www.billeo.es/contacto/,Unknown,Unknown,despacho,85,serp=Billeo | channel=contacto@billeo.es,StealthySession + Fetcher,2026-03-08T00:01:38+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Fiscalisy,google_basic,google_basic_live_serp,https://fiscalisy.es/cuanto-cuesta-un-gestor-para-autonomos/,gb_service_pain,multiple|canarias,email,hola@fiscalisy.es,https://fiscalisy.es,"fiscal, contable, laboral, autonomos, pymes, sociedades, renta, mercantil, subvenciones","direct_email, autonomos, pymes, sociedades",94,80,fiscalisy|multiple-canarias|email|hola-fiscalisy-es,"""asesoria autonomos"" Canarias ""contacto""",8,https://fiscalisy.es/contacto/,868353186,Unknown,despacho,85,serp=¿Cuánto cuesta un gestor para autónomos? 2025 - Fiscalisy Fiscalisy https://fiscalisy.es › cuanto-cu | channel=hola@fiscalisy.es,StealthySession + Fetcher,2026-03-08T00:01:55+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Deusto,google_basic,google_basic_live_serp,https://www.deustoformacion.com/curso-asesoria-fiscal/sueldo,gb_core_contact,las palmas de gran canaria|gran canaria,email,info@deustoformacion.com,https://deustoformacion.com,"fiscal, contable, laboral","direct_email, capital_insular",94,80,deusto|las-palmas-de-gran-canaria-gran-canaria|email|info-deustoformacion-com,"""asesoria fiscal"" ""Las Palmas de Gran Canaria"" ""contacto""",6,https://www.deustoformacion.com/contacto,34900494452,Unknown,despacho,85,serp=Unknown | channel=info@deustoformacion.com,StealthySession + Fetcher,2026-03-07T23:59:48+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Asesoría tributaria,google_basic,google_basic_live_serp,https://vegaasesores.com/asesoria-tributaria/,gb_core_contact,las palmas de gran canaria|gran canaria,email,info@vegaasesores.com,https://vegaasesores.com,"fiscal, contable, laboral, renta, subvenciones","direct_email, capital_insular",94,80,asesoria-tributaria|las-palmas-de-gran-canaria-gran-canaria|email|info-vegaasesores-com,"""asesoria fiscal contable"" Canarias email",5,https://vegaasesores.com/contactanos/,34928228836,Unknown,despacho,85,serp=Vega Asesores | channel=info@vegaasesores.com,StealthySession + Fetcher,2026-03-08T00:01:20+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Asesoría Fiscal Tenerife,google_basic,google_basic_live_serp,https://www.afecoperera.com/es/nuestros-servicios/asesoria-fiscal,gb_service_pain,unknown|tenerife,email,asesoria@afecoperera.com,https://afecoperera.com,"fiscal, contable, laboral, renta, mercantil",direct_email,94,80,asesoria-fiscal-tenerife|unknown-tenerife|email|asesoria-afecoperera-com,IGIC asesoria Tenerife contacto,8,https://www.afecoperera.com/es/contacto,34922796731,Unknown,despacho,80,serp=Unknown | channel=asesoria@afecoperera.com,StealthySession + Fetcher,2026-03-08T00:02:36+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
SII IGIC: CONTACTO PARA CONSULTAS INFORMÁTICAS,google_basic,google_basic_live_serp,https://cotime.es/sii-igic-contacto-para-consultas-informaticas/,gb_service_pain,santa cruz de tenerife|tenerife,email,info@cotime.es,https://cotime.es,"fiscal, laboral, pymes, igic, mercantil","direct_email, contact_page, capital_insular, pymes, igic",94,80,sii-igic-contacto-para-consultas-informaticas|santa-cruz-de-tenerife-tenerife|email|info-cotime-es,IGIC asesoria Tenerife contacto,4,https://cotime.es/sii-igic-contacto-para-consultas-informaticas/,Unknown,Unknown,despacho,75,serp=Unknown | channel=info@cotime.es,StealthySession + Fetcher,2026-03-08T00:02:23+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
RTR Consultores,google_basic,google_basic_live_serp,https://www.gruportr.com/asesoria-fiscal/,gb_core_contact,las palmas de gran canaria|gran canaria,email,info@gruportr.com,https://gruportr.com,"fiscal, contable, mercantil","direct_email, capital_insular",94,80,rtr-consultores|las-palmas-de-gran-canaria-gran-canaria|email|info-gruportr-com,"""asesoria fiscal"" ""Las Palmas de Gran Canaria"" ""contacto""",1,https://www.gruportr.com/contacto/,34928252010,Unknown,despacho,75,serp=Asesoría Fiscal Las Palmas RTR Consultores https://www.gruportr.com › asesoria-fiscal | channel=info@gruportr.com,StealthySession + Fetcher,2026-03-07T23:59:31+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Abogados y Asesoría Fiscal Contable y Laboral en Lanzarote (Islas Canarias),google_basic,google_basic_live_serp,https://www.lemesasesoresfiscales.com/contacto-lemes-asesores-fiscales/,gb_core_contact,arrecife|lanzarote,email,info@lemesasesoresfiscales.com,https://lemesasesoresfiscales.com,"fiscal, contable, laboral","direct_email, contact_page",94,80,abogados-y-asesoria-fiscal-contable-y-laboral-en-lanzarote-islas-canarias|arrecife-lanzarote|email|info-lemesasesoresfiscales-com,"""asesoria fiscal contable"" Canarias email",1,https://www.lemesasesoresfiscales.com/contacto-lemes-asesores-fiscales/,34928817456,Unknown,despacho,70,serp=www.lemesasesoresfiscales.com | channel=info@lemesasesoresfiscales.com,StealthySession + Fetcher,2026-03-08T00:00:48+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Moore Market,google_basic,google_basic_live_serp,https://mooremarket.es/asesoria-pymes-y-autonomos/asesoria-autonomos-online-canarias/,gb_service_pain,santa cruz de tenerife|tenerife,email,info@mooremarket.es,https://mooremarket.es,"laboral, autonomos, pymes, renta","direct_email, capital_insular, autonomos, pymes",94,80,moore-market|santa-cruz-de-tenerife-tenerife|email|info-mooremarket-es,"""asesoria autonomos"" Canarias ""contacto""",3,https://mooremarket.es/contacto-consultorias-estrategicas-espana/,933801667,Unknown,despacho,50,serp=mooremarket.es | channel=info@mooremarket.es,StealthySession + Fetcher,2026-03-08T00:01:41+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Gallego y Asociados,google_basic,google_basic_live_serp,https://www.gallegoyasociados.es/,gb_service_pain,las palmas de gran canaria|gran canaria,email,info@gallegoyasociados.com,https://gallegoyasociados.es,"fiscal, contable, laboral, autonomos, pymes, sociedades, igic, renta, mercantil, subvenciones","direct_email, capital_insular, autonomos, pymes, sociedades, igic",94,72,gallego-y-asociados|las-palmas-de-gran-canaria-gran-canaria|email|info-gallegoyasociados-com,"""sociedades"" ""asesoria fiscal"" Canarias email",1,https://www.gallegoyasociados.es/contactar/,928266609,Unknown,despacho,100,serp=Unknown | channel=info@gallegoyasociados.com,StealthySession + Fetcher,2026-03-08T00:02:41+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
Asesoría de Triana l Tu despacho en Las Palmas,google_basic,google_basic_live_serp,https://asesoriadetriana.com/,gb_core_contact,las palmas de gran canaria|gran canaria,email,info@asesoriadetriana.es,https://asesoriadetriana.com,"fiscal, contable, laboral, pymes, sociedades, subvenciones","direct_email, capital_insular, pymes, sociedades",94,72,asesoria-de-triana-l-tu-despacho-en-las-palmas|las-palmas-de-gran-canaria-gran-canaria|email|info-asesoriadetriana-es,"""asesoria fiscal"" ""Las Palmas de Gran Canaria"" ""contacto""",2,Unknown,Unknown,Unknown,despacho,100,serp=Asesoría de Triana l Tu despacho en Las Palmas asesoriadetriana.com https://asesoriadetriana.com | channel=info@asesoriadetriana.es,StealthySession + Fetcher,2026-03-07T23:59:33+00:00,"google_live_discovery, serp_landing_not_root"
Asesoría Santa Cruz de Tenerife,google_basic,google_basic_live_serp,https://www.asesoriaentenerife.es/,gb_core_contact,santa cruz de tenerife|tenerife,email,asesoriasantacruztenerife@gmail.com,https://asesoriaentenerife.es,"fiscal, contable, laboral, renta, mercantil",capital_insular,94,55,asesoria-santa-cruz-de-tenerife|santa-cruz-de-tenerife-tenerife|email|asesoriasantacruztenerife-gmail-com,"""asesoria contable"" ""Santa Cruz de Tenerife"" ""contacto""",4,https://www.asesoriaentenerife.es/contacto,822680076,Unknown,despacho,80,serp=Asesoría Santa Cruz de Tenerife Asesoría Santa Cruz de Tenerife https://www.asesoriaentenerife.es | channel=asesoriasantacruztenerife@gmail.com,StealthySession + Fetcher,2026-03-08T00:00:00+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root"
